country_iso,autosys_name,provider,type,score
00,Unknown,Akamai,Availability,100
00,Unknown,Akamai,Connect Time,518
00,Unknown,Akamai,Response Time,222
00,Unknown,Akamai,Throughput,1691
00,Unknown,Amazon EC2 (EU),Availability,75
00,Unknown,Amazon EC2 (EU),Connect Time,1261
00,Unknown,Amazon EC2 (EU),Response Time,1066
00,Unknown,Amazon EC2 (EU),Throughput,2655
00,Unknown,Amazon EC2 (US),Availability,94
00,Unknown,Amazon EC2 (US),Connect Time,901
00,Unknown,Amazon EC2 (US),Response Time,231
00,Unknown,Amazon EC2 (US),Throughput,3817
00,Unknown,Amazon S3 (EU),Availability,79
00,Unknown,Amazon S3 (EU),Connect Time,1504
00,Unknown,Amazon S3 (EU),Response Time,968
00,Unknown,Amazon S3 (EU),Throughput,1386
00,Unknown,Amazon S3 (US),Availability,90
00,Unknown,Amazon S3 (US),Connect Time,2090
00,Unknown,Amazon S3 (US),Response Time,531
00,Unknown,Amazon S3 (US),Throughput,1999
00,Unknown,AOL,Availability,100
00,Unknown,AOL,Connect Time,2247
00,Unknown,AOL,Response Time,811
00,Unknown,Bing,Availability,100
00,Unknown,Bing,Connect Time,342
00,Unknown,Bing,Response Time,1403
00,Unknown,BitGravity,Availability,82
00,Unknown,BitGravity,Connect Time,367
00,Unknown,BitGravity,Response Time,128
00,Unknown,CacheFly,Availability,88
00,Unknown,CacheFly,Connect Time,1385
00,Unknown,CacheFly,Response Time,1205
00,Unknown,CacheFly,Throughput,900
00,Unknown,CDNetworks,Availability,100
00,Unknown,CDNetworks,Connect Time,1297
00,Unknown,CDNetworks,Response Time,292
00,Unknown,CDNetworks,Throughput,2110
00,Unknown,ChinaCache,Availability,88
00,Unknown,ChinaCache,Connect Time,1933
00,Unknown,ChinaCache,Response Time,527
00,Unknown,ChinaCache,Throughput,2344
00,Unknown,Cloudfront,Availability,96
00,Unknown,Cloudfront,Connect Time,2115
00,Unknown,Cloudfront,Response Time,428
00,Unknown,Cloudfront,Throughput,2361
00,Unknown,Cotendo,Availability,92
00,Unknown,Cotendo,Connect Time,1443
00,Unknown,Cotendo,Response Time,96
00,Unknown,Cotendo,Throughput,331
00,Unknown,Edgecast,Availability,93
00,Unknown,Edgecast,Connect Time,3172
00,Unknown,Edgecast,Response Time,476
00,Unknown,Edgecast,Throughput,1422
00,Unknown,Facebook,Availability,100
00,Unknown,Facebook,Connect Time,2987
00,Unknown,Facebook,Response Time,564
00,Unknown,GoGrid,Availability,88
00,Unknown,GoGrid,Connect Time,2645
00,Unknown,GoGrid,Response Time,514
00,Unknown,GoGrid,Throughput,5881
00,Unknown,Google App Engine,Availability,98
00,Unknown,Google App Engine,Connect Time,2239
00,Unknown,Google App Engine,Response Time,600
00,Unknown,Google App Engine,Throughput,1377
00,Unknown,Highwinds,Availability,100
00,Unknown,Highwinds,Connect Time,1235
00,Unknown,Highwinds,Response Time,322
00,Unknown,Highwinds,Throughput,2817
00,Unknown,Internap,Availability,100
00,Unknown,Internap,Response Time,110
00,Unknown,Internode,Availability,100
00,Unknown,Internode,Connect Time,1500
00,Unknown,Internode,Response Time,473
00,Unknown,Internode,Throughput,2474
00,Unknown,Joyent,Availability,90
00,Unknown,Joyent,Connect Time,3664
00,Unknown,Joyent,Response Time,1128
00,Unknown,Joyent,Throughput,2802
00,Unknown,Level3,Availability,100
00,Unknown,Level3,Connect Time,1975
00,Unknown,Level3,Response Time,510
00,Unknown,Level3,Throughput,4115
00,Unknown,Limelight,Availability,0
00,Unknown,MaxCDN,Availability,100
00,Unknown,MaxCDN,Connect Time,172
00,Unknown,MaxCDN,Response Time,78
00,Unknown,MaxCDN,Throughput,329
00,Unknown,Microsoft Azure,Availability,92
00,Unknown,Microsoft Azure,Connect Time,1250
00,Unknown,Microsoft Azure,Response Time,702
00,Unknown,Microsoft Azure,Throughput,2655
00,Unknown,MSN,Availability,100
00,Unknown,MSN,Connect Time,709
00,Unknown,MSN,Response Time,472
00,Unknown,Ngenix,Availability,86
00,Unknown,Ngenix,Connect Time,3719
00,Unknown,Ngenix,Response Time,714
00,Unknown,Ngenix,Throughput,5561
00,Unknown,Nirvanix,Availability,0
00,Unknown,Qzone,Availability,67
00,Unknown,Qzone,Connect Time,3585
00,Unknown,Qzone,Response Time,1681
00,Unknown,Rackspace CloudFiles,Availability,98
00,Unknown,Rackspace CloudFiles,Connect Time,795
00,Unknown,Rackspace CloudFiles,Response Time,407
00,Unknown,Rackspace CloudFiles,Throughput,1578
00,Unknown,Rackspace CloudServer,Availability,52
00,Unknown,Rackspace CloudServer,Connect Time,971
00,Unknown,Rackspace CloudServer,Response Time,1888
00,Unknown,Rackspace CloudServer,Throughput,542
00,Unknown,SimpleCDN,Availability,92
00,Unknown,SimpleCDN,Connect Time,1558
00,Unknown,SimpleCDN,Response Time,477
00,Unknown,SimpleCDN,Throughput,750
00,Unknown,Twitter,Availability,47
00,Unknown,Twitter,Connect Time,483
00,Unknown,Twitter,Response Time,991
00,Unknown,Yacast,Availability,18
00,Unknown,Yacast,Response Time,1883
00,Unknown,Yahoo,Availability,100
00,Unknown,Yahoo,Connect Time,1916
00,Unknown,Yahoo,Response Time,1075
00,Unknown,YouTube,Availability,93
00,Unknown,YouTube,Connect Time,461
00,Unknown,YouTube,Response Time,457
AD,Amadeus Soluciones Tecnologicas,Akamai,Availability,100
AD,Amadeus Soluciones Tecnologicas,Akamai,Response Time,141
AD,Amadeus Soluciones Tecnologicas,Amazon EC2 (EU),Availability,100
AD,Amadeus Soluciones Tecnologicas,Amazon EC2 (EU),Response Time,145
AD,Amadeus Soluciones Tecnologicas,Amazon EC2 (US),Availability,100
AD,Amadeus Soluciones Tecnologicas,Amazon EC2 (US),Response Time,197
AD,Amadeus Soluciones Tecnologicas,Amazon S3 (EU),Availability,100
AD,Amadeus Soluciones Tecnologicas,Amazon S3 (EU),Response Time,117
AD,Amadeus Soluciones Tecnologicas,Amazon S3 (US),Availability,100
AD,Amadeus Soluciones Tecnologicas,Amazon S3 (US),Response Time,206
AD,Amadeus Soluciones Tecnologicas,AOL,Availability,100
AD,Amadeus Soluciones Tecnologicas,AOL,Connect Time,1427
AD,Amadeus Soluciones Tecnologicas,BitGravity,Availability,100
AD,Amadeus Soluciones Tecnologicas,BitGravity,Response Time,1268
AD,Amadeus Soluciones Tecnologicas,CacheFly,Availability,100
AD,Amadeus Soluciones Tecnologicas,CacheFly,Response Time,99
AD,Amadeus Soluciones Tecnologicas,CDNetworks,Availability,100
AD,Amadeus Soluciones Tecnologicas,CDNetworks,Response Time,72
AD,Amadeus Soluciones Tecnologicas,ChinaCache,Availability,100
AD,Amadeus Soluciones Tecnologicas,ChinaCache,Response Time,112
AD,Amadeus Soluciones Tecnologicas,Cloudfront,Availability,100
AD,Amadeus Soluciones Tecnologicas,Cloudfront,Response Time,125
AD,Amadeus Soluciones Tecnologicas,Cotendo,Availability,100
AD,Amadeus Soluciones Tecnologicas,Cotendo,Response Time,125
AD,Amadeus Soluciones Tecnologicas,Edgecast,Availability,100
AD,Amadeus Soluciones Tecnologicas,Edgecast,Response Time,97
AD,Amadeus Soluciones Tecnologicas,GoGrid,Availability,100
AD,Amadeus Soluciones Tecnologicas,GoGrid,Response Time,320
AD,Amadeus Soluciones Tecnologicas,Google App Engine,Availability,100
AD,Amadeus Soluciones Tecnologicas,Google App Engine,Response Time,250
AD,Amadeus Soluciones Tecnologicas,Highwinds,Availability,100
AD,Amadeus Soluciones Tecnologicas,Highwinds,Connect Time,2297
AD,Amadeus Soluciones Tecnologicas,Highwinds,Response Time,157
AD,Amadeus Soluciones Tecnologicas,Highwinds,Throughput,781
AD,Amadeus Soluciones Tecnologicas,Internap,Availability,100
AD,Amadeus Soluciones Tecnologicas,Internap,Response Time,93
AD,Amadeus Soluciones Tecnologicas,Joyent,Availability,100
AD,Amadeus Soluciones Tecnologicas,Joyent,Response Time,250
AD,Amadeus Soluciones Tecnologicas,Level3,Availability,100
AD,Amadeus Soluciones Tecnologicas,Level3,Response Time,78
AD,Amadeus Soluciones Tecnologicas,Limelight,Availability,0
AD,Amadeus Soluciones Tecnologicas,MaxCDN,Availability,100
AD,Amadeus Soluciones Tecnologicas,MaxCDN,Response Time,204
AD,Amadeus Soluciones Tecnologicas,Microsoft Azure,Availability,100
AD,Amadeus Soluciones Tecnologicas,Microsoft Azure,Response Time,241
AD,Amadeus Soluciones Tecnologicas,MSN,Availability,100
AD,Amadeus Soluciones Tecnologicas,MSN,Connect Time,2859
AD,Amadeus Soluciones Tecnologicas,Ngenix,Availability,100
AD,Amadeus Soluciones Tecnologicas,Ngenix,Response Time,156
AD,Amadeus Soluciones Tecnologicas,Nirvanix,Availability,0
AD,Amadeus Soluciones Tecnologicas,Qzone,Availability,100
AD,Amadeus Soluciones Tecnologicas,Qzone,Connect Time,265
AD,Amadeus Soluciones Tecnologicas,Rackspace CloudFiles,Availability,100
AD,Amadeus Soluciones Tecnologicas,Rackspace CloudFiles,Response Time,98
AD,Amadeus Soluciones Tecnologicas,Rackspace CloudFiles,Throughput,641
AD,Amadeus Soluciones Tecnologicas,Rackspace CloudServer,Availability,100
AD,Amadeus Soluciones Tecnologicas,Rackspace CloudServer,Response Time,4141
AD,Amadeus Soluciones Tecnologicas,SimpleCDN,Availability,100
AD,Amadeus Soluciones Tecnologicas,SimpleCDN,Response Time,214
AD,Amadeus Soluciones Tecnologicas,Twitter,Availability,100
AD,Amadeus Soluciones Tecnologicas,Twitter,Connect Time,2875
AD,Amadeus Soluciones Tecnologicas,Yacast,Availability,100
AD,Amadeus Soluciones Tecnologicas,Yacast,Response Time,125
AD,Amadeus Soluciones Tecnologicas,Yahoo,Availability,100
AD,Amadeus Soluciones Tecnologicas,Yahoo,Connect Time,436
AD,Amadeus Soluciones Tecnologicas,YouTube,Availability,100
AD,Amadeus Soluciones Tecnologicas,YouTube,Connect Time,453
AD,Amadeus Soluciones Tecnologicas,YouTube,Response Time,282
AD,Andorra Telecom,Akamai,Availability,99
AD,Andorra Telecom,Akamai,Connect Time,539
AD,Andorra Telecom,Akamai,Response Time,232
AD,Andorra Telecom,Akamai,Throughput,1594
AD,Andorra Telecom,Amazon EC2 (EU),Availability,99
AD,Andorra Telecom,Amazon EC2 (EU),Connect Time,320
AD,Andorra Telecom,Amazon EC2 (EU),Response Time,152
AD,Andorra Telecom,Amazon EC2 (EU),Throughput,847
AD,Andorra Telecom,Amazon EC2 (US),Availability,99
AD,Andorra Telecom,Amazon EC2 (US),Connect Time,412
AD,Andorra Telecom,Amazon EC2 (US),Response Time,235
AD,Andorra Telecom,Amazon EC2 (US),Throughput,1423
AD,Andorra Telecom,Amazon S3 (EU),Availability,99
AD,Andorra Telecom,Amazon S3 (EU),Connect Time,288
AD,Andorra Telecom,Amazon S3 (EU),Response Time,154
AD,Andorra Telecom,Amazon S3 (EU),Throughput,785
AD,Andorra Telecom,Amazon S3 (US),Availability,99
AD,Andorra Telecom,Amazon S3 (US),Connect Time,537
AD,Andorra Telecom,Amazon S3 (US),Response Time,206
AD,Andorra Telecom,Amazon S3 (US),Throughput,1515
AD,Andorra Telecom,AOL,Availability,99
AD,Andorra Telecom,AOL,Connect Time,806
AD,Andorra Telecom,AOL,Response Time,164
AD,Andorra Telecom,Bing,Availability,99
AD,Andorra Telecom,Bing,Connect Time,447
AD,Andorra Telecom,Bing,Response Time,224
AD,Andorra Telecom,BitGravity,Availability,86
AD,Andorra Telecom,BitGravity,Connect Time,448
AD,Andorra Telecom,BitGravity,Response Time,208
AD,Andorra Telecom,CacheFly,Availability,99
AD,Andorra Telecom,CacheFly,Connect Time,258
AD,Andorra Telecom,CacheFly,Response Time,114
AD,Andorra Telecom,CacheFly,Throughput,114
AD,Andorra Telecom,CDNetworks,Availability,100
AD,Andorra Telecom,CDNetworks,Connect Time,232
AD,Andorra Telecom,CDNetworks,Response Time,109
AD,Andorra Telecom,CDNetworks,Throughput,385
AD,Andorra Telecom,ChinaCache,Availability,98
AD,Andorra Telecom,ChinaCache,Connect Time,892
AD,Andorra Telecom,ChinaCache,Response Time,236
AD,Andorra Telecom,ChinaCache,Throughput,696
AD,Andorra Telecom,Cloudfront,Availability,98
AD,Andorra Telecom,Cloudfront,Connect Time,466
AD,Andorra Telecom,Cloudfront,Response Time,181
AD,Andorra Telecom,Cloudfront,Throughput,821
AD,Andorra Telecom,Cotendo,Availability,100
AD,Andorra Telecom,Cotendo,Connect Time,220
AD,Andorra Telecom,Cotendo,Response Time,269
AD,Andorra Telecom,Cotendo,Throughput,544
AD,Andorra Telecom,Edgecast,Availability,99
AD,Andorra Telecom,Edgecast,Connect Time,407
AD,Andorra Telecom,Edgecast,Response Time,243
AD,Andorra Telecom,Edgecast,Throughput,1216
AD,Andorra Telecom,Facebook,Availability,99
AD,Andorra Telecom,Facebook,Connect Time,526
AD,Andorra Telecom,Facebook,Response Time,194
AD,Andorra Telecom,GoGrid,Availability,99
AD,Andorra Telecom,GoGrid,Connect Time,607
AD,Andorra Telecom,GoGrid,Response Time,290
AD,Andorra Telecom,GoGrid,Throughput,1901
AD,Andorra Telecom,Google App Engine,Availability,98
AD,Andorra Telecom,Google App Engine,Connect Time,423
AD,Andorra Telecom,Google App Engine,Response Time,301
AD,Andorra Telecom,Google App Engine,Throughput,370
AD,Andorra Telecom,Highwinds,Availability,99
AD,Andorra Telecom,Highwinds,Connect Time,240
AD,Andorra Telecom,Highwinds,Response Time,316
AD,Andorra Telecom,Highwinds,Throughput,613
AD,Andorra Telecom,Internap,Availability,100
AD,Andorra Telecom,Internap,Connect Time,486
AD,Andorra Telecom,Internap,Response Time,161
AD,Andorra Telecom,Internap,Throughput,657
AD,Andorra Telecom,Internode,Availability,100
AD,Andorra Telecom,Internode,Connect Time,776
AD,Andorra Telecom,Internode,Response Time,466
AD,Andorra Telecom,Internode,Throughput,2182
AD,Andorra Telecom,Joyent,Availability,99
AD,Andorra Telecom,Joyent,Connect Time,913
AD,Andorra Telecom,Joyent,Response Time,338
AD,Andorra Telecom,Joyent,Throughput,1261
AD,Andorra Telecom,Level3,Availability,100
AD,Andorra Telecom,Level3,Connect Time,599
AD,Andorra Telecom,Level3,Response Time,330
AD,Andorra Telecom,Level3,Throughput,1636
AD,Andorra Telecom,Limelight,Availability,3
AD,Andorra Telecom,Limelight,Response Time,108
AD,Andorra Telecom,MaxCDN,Availability,95
AD,Andorra Telecom,MaxCDN,Connect Time,551
AD,Andorra Telecom,MaxCDN,Response Time,253
AD,Andorra Telecom,MaxCDN,Throughput,986
AD,Andorra Telecom,Microsoft Azure,Availability,100
AD,Andorra Telecom,Microsoft Azure,Connect Time,705
AD,Andorra Telecom,Microsoft Azure,Response Time,288
AD,Andorra Telecom,Microsoft Azure,Throughput,1401
AD,Andorra Telecom,MSN,Availability,99
AD,Andorra Telecom,MSN,Connect Time,614
AD,Andorra Telecom,MSN,Response Time,287
AD,Andorra Telecom,Ngenix,Availability,100
AD,Andorra Telecom,Ngenix,Connect Time,361
AD,Andorra Telecom,Ngenix,Response Time,215
AD,Andorra Telecom,Ngenix,Throughput,942
AD,Andorra Telecom,Nirvanix,Availability,0
AD,Andorra Telecom,Nirvanix,Response Time,250
AD,Andorra Telecom,Qzone,Availability,98
AD,Andorra Telecom,Qzone,Connect Time,1640
AD,Andorra Telecom,Qzone,Response Time,591
AD,Andorra Telecom,Rackspace CloudFiles,Availability,99
AD,Andorra Telecom,Rackspace CloudFiles,Connect Time,291
AD,Andorra Telecom,Rackspace CloudFiles,Response Time,177
AD,Andorra Telecom,Rackspace CloudFiles,Throughput,536
AD,Andorra Telecom,Rackspace CloudServer,Availability,48
AD,Andorra Telecom,Rackspace CloudServer,Connect Time,2686
AD,Andorra Telecom,Rackspace CloudServer,Response Time,2229
AD,Andorra Telecom,Rackspace CloudServer,Throughput,2096
AD,Andorra Telecom,SimpleCDN,Availability,99
AD,Andorra Telecom,SimpleCDN,Connect Time,575
AD,Andorra Telecom,SimpleCDN,Response Time,264
AD,Andorra Telecom,SimpleCDN,Throughput,1372
AD,Andorra Telecom,Twitter,Availability,98
AD,Andorra Telecom,Twitter,Connect Time,653
AD,Andorra Telecom,Twitter,Response Time,517
AD,Andorra Telecom,Yacast,Availability,52
AD,Andorra Telecom,Yacast,Response Time,152
AD,Andorra Telecom,Yahoo,Availability,97
AD,Andorra Telecom,Yahoo,Connect Time,543
AD,Andorra Telecom,Yahoo,Response Time,192
AD,Andorra Telecom,YouTube,Availability,96
AD,Andorra Telecom,YouTube,Connect Time,440
AD,Andorra Telecom,YouTube,Response Time,274
AE,Cyprus Telecommunications Authority,Akamai,Availability,100
AE,Cyprus Telecommunications Authority,Akamai,Response Time,1453
AE,Cyprus Telecommunications Authority,Amazon EC2 (EU),Availability,86
AE,Cyprus Telecommunications Authority,Amazon EC2 (EU),Connect Time,1647
AE,Cyprus Telecommunications Authority,Amazon EC2 (EU),Response Time,1401
AE,Cyprus Telecommunications Authority,Amazon EC2 (EU),Throughput,1955
AE,Cyprus Telecommunications Authority,Amazon EC2 (US),Availability,87
AE,Cyprus Telecommunications Authority,Amazon EC2 (US),Connect Time,3162
AE,Cyprus Telecommunications Authority,Amazon EC2 (US),Response Time,1330
AE,Cyprus Telecommunications Authority,Amazon EC2 (US),Throughput,5457
AE,Cyprus Telecommunications Authority,Amazon S3 (EU),Availability,57
AE,Cyprus Telecommunications Authority,Amazon S3 (EU),Connect Time,3103
AE,Cyprus Telecommunications Authority,Amazon S3 (EU),Response Time,1376
AE,Cyprus Telecommunications Authority,Amazon S3 (US),Availability,55
AE,Cyprus Telecommunications Authority,Amazon S3 (US),Connect Time,1926
AE,Cyprus Telecommunications Authority,Amazon S3 (US),Response Time,1891
AE,Cyprus Telecommunications Authority,Amazon S3 (US),Throughput,3220
AE,Cyprus Telecommunications Authority,AOL,Availability,100
AE,Cyprus Telecommunications Authority,AOL,Connect Time,3314
AE,Cyprus Telecommunications Authority,AOL,Response Time,788
AE,Cyprus Telecommunications Authority,Bing,Availability,100
AE,Cyprus Telecommunications Authority,Bing,Connect Time,3532
AE,Cyprus Telecommunications Authority,Bing,Response Time,1505
AE,Cyprus Telecommunications Authority,BitGravity,Availability,100
AE,Cyprus Telecommunications Authority,BitGravity,Response Time,1779
AE,Cyprus Telecommunications Authority,CacheFly,Availability,80
AE,Cyprus Telecommunications Authority,CacheFly,Connect Time,4241
AE,Cyprus Telecommunications Authority,CacheFly,Response Time,1285
AE,Cyprus Telecommunications Authority,CDNetworks,Availability,83
AE,Cyprus Telecommunications Authority,CDNetworks,Connect Time,2478
AE,Cyprus Telecommunications Authority,CDNetworks,Response Time,2157
AE,Cyprus Telecommunications Authority,CDNetworks,Throughput,1838
AE,Cyprus Telecommunications Authority,ChinaCache,Availability,75
AE,Cyprus Telecommunications Authority,ChinaCache,Connect Time,4552
AE,Cyprus Telecommunications Authority,ChinaCache,Response Time,1774
AE,Cyprus Telecommunications Authority,Cloudfront,Availability,100
AE,Cyprus Telecommunications Authority,Cloudfront,Response Time,1480
AE,Cyprus Telecommunications Authority,Cotendo,Availability,100
AE,Cyprus Telecommunications Authority,Cotendo,Response Time,1649
AE,Cyprus Telecommunications Authority,Edgecast,Availability,82
AE,Cyprus Telecommunications Authority,Edgecast,Connect Time,2814
AE,Cyprus Telecommunications Authority,Edgecast,Response Time,1949
AE,Cyprus Telecommunications Authority,Facebook,Availability,100
AE,Cyprus Telecommunications Authority,Facebook,Connect Time,2720
AE,Cyprus Telecommunications Authority,Facebook,Response Time,2807
AE,Cyprus Telecommunications Authority,GoGrid,Availability,50
AE,Cyprus Telecommunications Authority,GoGrid,Response Time,1728
AE,Cyprus Telecommunications Authority,Google App Engine,Availability,95
AE,Cyprus Telecommunications Authority,Google App Engine,Connect Time,3899
AE,Cyprus Telecommunications Authority,Google App Engine,Response Time,2034
AE,Cyprus Telecommunications Authority,Google App Engine,Throughput,1481
AE,Cyprus Telecommunications Authority,Highwinds,Availability,80
AE,Cyprus Telecommunications Authority,Highwinds,Connect Time,2482
AE,Cyprus Telecommunications Authority,Highwinds,Response Time,2106
AE,Cyprus Telecommunications Authority,Highwinds,Throughput,5478
AE,Cyprus Telecommunications Authority,Internap,Availability,75
AE,Cyprus Telecommunications Authority,Internap,Connect Time,2518
AE,Cyprus Telecommunications Authority,Internap,Response Time,1314
AE,Cyprus Telecommunications Authority,Internap,Throughput,5048
AE,Cyprus Telecommunications Authority,Internode,Availability,100
AE,Cyprus Telecommunications Authority,Internode,Response Time,2681
AE,Cyprus Telecommunications Authority,Joyent,Availability,75
AE,Cyprus Telecommunications Authority,Joyent,Connect Time,5730
AE,Cyprus Telecommunications Authority,Joyent,Response Time,2007
AE,Cyprus Telecommunications Authority,Level3,Availability,71
AE,Cyprus Telecommunications Authority,Level3,Response Time,2059
AE,Cyprus Telecommunications Authority,Limelight,Availability,0
AE,Cyprus Telecommunications Authority,MaxCDN,Availability,100
AE,Cyprus Telecommunications Authority,MaxCDN,Connect Time,2418
AE,Cyprus Telecommunications Authority,MaxCDN,Response Time,832
AE,Cyprus Telecommunications Authority,MaxCDN,Throughput,1187
AE,Cyprus Telecommunications Authority,Microsoft Azure,Availability,63
AE,Cyprus Telecommunications Authority,Microsoft Azure,Connect Time,2259
AE,Cyprus Telecommunications Authority,Microsoft Azure,Response Time,1488
AE,Cyprus Telecommunications Authority,MSN,Availability,100
AE,Cyprus Telecommunications Authority,MSN,Connect Time,3422
AE,Cyprus Telecommunications Authority,MSN,Response Time,1852
AE,Cyprus Telecommunications Authority,Ngenix,Availability,100
AE,Cyprus Telecommunications Authority,Ngenix,Connect Time,1510
AE,Cyprus Telecommunications Authority,Ngenix,Response Time,1743
AE,Cyprus Telecommunications Authority,Ngenix,Throughput,1830
AE,Cyprus Telecommunications Authority,Nirvanix,Availability,0
AE,Cyprus Telecommunications Authority,Qzone,Availability,100
AE,Cyprus Telecommunications Authority,Qzone,Connect Time,6018
AE,Cyprus Telecommunications Authority,Rackspace CloudFiles,Availability,80
AE,Cyprus Telecommunications Authority,Rackspace CloudFiles,Connect Time,2764
AE,Cyprus Telecommunications Authority,Rackspace CloudFiles,Response Time,1389
AE,Cyprus Telecommunications Authority,Rackspace CloudFiles,Throughput,5441
AE,Cyprus Telecommunications Authority,Rackspace CloudServer,Availability,19
AE,Cyprus Telecommunications Authority,Rackspace CloudServer,Connect Time,4680
AE,Cyprus Telecommunications Authority,Rackspace CloudServer,Response Time,2009
AE,Cyprus Telecommunications Authority,SimpleCDN,Availability,55
AE,Cyprus Telecommunications Authority,SimpleCDN,Connect Time,4715
AE,Cyprus Telecommunications Authority,SimpleCDN,Response Time,1566
AE,Cyprus Telecommunications Authority,Twitter,Availability,100
AE,Cyprus Telecommunications Authority,Twitter,Connect Time,3279
AE,Cyprus Telecommunications Authority,Twitter,Response Time,3700
AE,Cyprus Telecommunications Authority,Yacast,Availability,100
AE,Cyprus Telecommunications Authority,Yacast,Response Time,2437
AE,Cyprus Telecommunications Authority,Yahoo,Availability,92
AE,Cyprus Telecommunications Authority,Yahoo,Connect Time,7735
AE,Cyprus Telecommunications Authority,Yahoo,Response Time,3408
AE,Cyprus Telecommunications Authority,YouTube,Availability,100
AE,Cyprus Telecommunications Authority,YouTube,Connect Time,1397
AE,Cyprus Telecommunications Authority,YouTube,Response Time,316
AE,Dod Network Information Center,Akamai,Availability,0
AE,Dod Network Information Center,Amazon EC2 (EU),Availability,0
AE,Dod Network Information Center,Amazon EC2 (US),Availability,100
AE,Dod Network Information Center,Amazon EC2 (US),Response Time,2719
AE,Dod Network Information Center,Amazon S3 (EU),Availability,50
AE,Dod Network Information Center,Amazon S3 (EU),Response Time,250
AE,Dod Network Information Center,AOL,Availability,0
AE,Dod Network Information Center,Bing,Availability,0
AE,Dod Network Information Center,CacheFly,Availability,100
AE,Dod Network Information Center,CacheFly,Response Time,218
AE,Dod Network Information Center,CDNetworks,Availability,0
AE,Dod Network Information Center,ChinaCache,Availability,0
AE,Dod Network Information Center,Cloudfront,Availability,100
AE,Dod Network Information Center,Cloudfront,Response Time,391
AE,Dod Network Information Center,Edgecast,Availability,0
AE,Dod Network Information Center,Facebook,Availability,0
AE,Dod Network Information Center,Highwinds,Availability,0
AE,Dod Network Information Center,Joyent,Availability,100
AE,Dod Network Information Center,Joyent,Response Time,1547
AE,Dod Network Information Center,MaxCDN,Availability,100
AE,Dod Network Information Center,MaxCDN,Response Time,218
AE,Dod Network Information Center,Microsoft Azure,Availability,0
AE,Dod Network Information Center,Ngenix,Availability,100
AE,Dod Network Information Center,Ngenix,Response Time,3203
AE,Dod Network Information Center,Nirvanix,Availability,0
AE,Dod Network Information Center,Rackspace CloudFiles,Availability,100
AE,Dod Network Information Center,Rackspace CloudFiles,Response Time,1204
AE,Dod Network Information Center,Rackspace CloudServer,Availability,0
AE,Dod Network Information Center,Yacast,Availability,0
AE,Dod Network Information Center,YouTube,Availability,0
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Akamai,Availability,98
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Akamai,Connect Time,908
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Akamai,Response Time,520
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Akamai,Throughput,3162
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon EC2 (EU),Availability,97
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon EC2 (EU),Connect Time,720
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon EC2 (EU),Response Time,339
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon EC2 (EU),Throughput,2127
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon EC2 (US),Availability,98
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon EC2 (US),Connect Time,814
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon EC2 (US),Response Time,336
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon EC2 (US),Throughput,2410
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon S3 (EU),Availability,97
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon S3 (EU),Connect Time,773
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon S3 (EU),Response Time,317
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon S3 (EU),Throughput,2077
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon S3 (US),Availability,96
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon S3 (US),Connect Time,1029
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon S3 (US),Response Time,460
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Amazon S3 (US),Throughput,2842
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,AOL,Availability,99
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,AOL,Connect Time,1109
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,AOL,Response Time,429
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Bing,Availability,100
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Bing,Connect Time,649
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,Bing,Response Time,471
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,BitGravity,Availability,77
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,BitGravity,Connect Time,1047
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,BitGravity,Response Time,407
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,CacheFly,Availability,98
AE,Emirates Integrated Telecommunications Company Pjsc Eitcdu,CacheFly,Connect Time,1114
