^	a	6877.152917872765
^	b	6317.256472605978
^	c	9432.369441142118
^	d	5877.462166375694
^	e	4168.762652064103
^	f	4180.946927038821
^	g	3935.5208168337945
^	h	4388.659805179245
^	i	3842.6882455978503
^	j	1027.5405228678535
^	k	2127.606492013788
^	l	3727.2277351231455
^	m	6711.2146967885155
^	n	2635.8648195305805
^	o	2765.250215690677
^	p	8406.56952898494
^	q	511.15934536791576
^	r	5183.538696387014
^	s	11228.099490987408
^	t	5638.418295443139
^	u	3545.0438140726055
^	v	1892.0438425025804
^	w	2762.9294014097786
^	x	199.59002815727925
^	y	511.73954893814044
^	z	461.84204189882064
a	$	5478.862313631361
a	a	493.1730346909517
a	b	2915.522940378861
a	c	3972.653845328172
a	d	2699.1070086850673
a	e	999.1105479268456
a	f	808.8037768931607
a	g	2171.1217597806367
a	h	624.879245131947
a	i	2597.5713838957536
a	j	156.65496396065524
a	k	1144.7416440532324
a	l	9253.086537942703
a	m	3399.9929215164434
a	n	11830.350796880593
a	o	169.41944250559752
a	p	2244.807613199167
a	q	125.90417473874884
a	r	9167.796613119679
a	s	4219.820566243872
a	t	10068.852757678558
a	u	1707.5391071711422
a	v	1142.420829772334
a	w	637.0635201066647
a	x	367.26885995220283
a	y	1225.3899403144587
a	z	556.995427415663
b	$	433.99227052803747
b	a	2750.745126435061
b	b	431.0912526769142
b	c	93.41277480616849
b	d	88.7711462443713
b	e	2554.6363196991297
b	f	36.55282492415289
b	g	20.887328528087366
b	h	92.83257123594385
b	i	2172.2821669210857
b	j	59.1807641629142
b	k	17.40610710673947
b	l	2590.608941053058
b	m	60.92137487358815
b	n	41.19445348595008
b	o	2266.855348867704
b	p	41.77465705617473
b	q	2.901017851123245
b	r	1717.4025678649612
b	s	339.41908858141966
b	t	102.11582835953823
b	u	1477.778493362181
b	v	26.689364230333855
b	w	27.269567800558505
b	x	4.061424991572543
b	y	306.9276886488393
b	z	8.703053553369735
c	$	3000.8128652018845
c	a	5376.166281701598
c	b	27.269567800558505
c	c	656.7904414943027
c	d	45.836082047747276
c	e	3182.9967862524245
c	f	31.911196362355696
c	g	34.81221421347894
c	h	5696.438652465604
c	i	2535.489601881716
c	j	6.382239272471139
c	k	2294.1249166682624
c	l	1418.597729199267
c	m	53.37872846066771
c	n	54.53913560111701
c	o	5887.905830639738
c	p	44.09547133707333
c	q	47.57669275842122
c	r	2176.923795482883
c	s	252.38855304772233
c	t	2331.2579451626398
c	u	1736.5492856823746
c	v	24.36854994943526
c	w	16.24569996629017
c	x	28.429974941007803
c	y	704.9473378229486
c	z	38.87363920505148
d	$	8216.262757951255
d	a	2144.4323955503028
d	b	211.19409956177225
