
7	200901
25	200902
31	200903
23	200904
20	200905
54	200906
65	200907
44	200908
28	200909
89	200910
90	200911
93	200912
91	201001
84	201002
76	201003
83	201004
93	201005
48	201006


Found 1050 items
com.twitter	20090118	      176384908	       168.2 MB
com.twitter	20090119	      385786416	       367.9 MB
com.twitter	20090120	      341318397	       325.5 MB
com.twitter	20090121	      414633474	       395.4 MB
com.twitter	20090122	      437783091	       417.5 MB
com.twitter	20090123	      263287326	       251.1 MB
com.twitter	20090125	            251	      251 Bytes
com.twitter	20090204	      359938638	       343.3 MB
com.twitter	20090205	      132137525	       126.0 MB
com.twitter	20090206	       81851682	        78.1 MB
com.twitter	20090207	       63141196	        60.2 MB
com.twitter	20090208	       53591928	        51.1 MB
com.twitter	20090209	       46101466	        44.0 MB
com.twitter	20090210	       42363528	        40.4 MB
com.twitter	20090211	       33239216	        31.7 MB
com.twitter	20090212	       23184172	        22.1 MB
com.twitter	20090213	       28097729	        26.8 MB
com.twitter	20090214	       25376755	        24.2 MB
com.twitter	20090215	       26412642	        25.2 MB
com.twitter	20090216	       21463147	        20.5 MB
com.twitter	20090217	       14821387	        14.1 MB
com.twitter	20090218	        7774613	         7.4 MB
com.twitter	20090219	       65940402	        62.9 MB
com.twitter	20090220	       41966001	        40.0 MB
com.twitter	20090221	       58680345	        56.0 MB
com.twitter	20090222	       79137620	        75.5 MB
com.twitter	20090223	       22077265	        21.1 MB
com.twitter	20090224	       16598221	        15.8 MB
com.twitter	20090225	       17789178	        17.0 MB
com.twitter	20090226	       26916828	        25.7 MB
com.twitter	20090227	       26087897	        24.9 MB
com.twitter	20090228	      266325550	       254.0 MB
com.twitter	20090301	       29760195	        28.4 MB
com.twitter	20090302	      332240918	       316.8 MB
com.twitter	20090303	      445884252	       425.2 MB
com.twitter	20090304	      431145132	       411.2 MB
com.twitter	20090305	       59843250	        57.1 MB
com.twitter	20090306	       37421891	        35.7 MB
com.twitter	20090307	       46505767	        44.4 MB
com.twitter	20090308	       41436891	        39.5 MB
com.twitter	20090309	       40239166	        38.4 MB
com.twitter	20090310	       24744263	        23.6 MB
com.twitter	20090311	       34044550	        32.5 MB
com.twitter	20090312	       18405215	        17.6 MB
com.twitter	20090313	       19634228	        18.7 MB
com.twitter	20090314	       14132621	        13.5 MB
com.twitter	20090315	      468885510	       447.2 MB
com.twitter	20090316	      109166308	       104.1 MB
com.twitter	20090317	       23468905	        22.4 MB
com.twitter	20090318	      391615963	       373.5 MB
com.twitter	20090319	      122937836	       117.2 MB
com.twitter	20090320	      267019107	       254.6 MB
com.twitter	20090321	      263863247	       251.6 MB
com.twitter	20090322	      244350970	       233.0 MB
com.twitter	20090323	      172908565	       164.9 MB
com.twitter	20090324	      143426061	       136.8 MB
com.twitter	20090325	      151999915	       145.0 MB
com.twitter	20090326	      141328791	       134.8 MB
com.twitter	20090327	       49361859	        47.1 MB
com.twitter	20090328	       18444603	        17.6 MB
com.twitter	20090329	       24174559	        23.1 MB
com.twitter	20090330	       28263776	        27.0 MB
com.twitter	20090331	       24377832	        23.2 MB
com.twitter	20090401	       23791989	        22.7 MB
com.twitter	20090402	       32167275	        30.7 MB
com.twitter	20090407	      144574734	       137.9 MB
com.twitter	20090408	      361239641	       344.5 MB
com.twitter	20090409	      285752454	       272.5 MB
com.twitter	20090410	      467394879	       445.7 MB
com.twitter	20090411	      580549616	       553.7 MB
com.twitter	20090412	     1493746824	         1.4 GB
com.twitter	20090413	      567614573	       541.3 MB
com.twitter	20090414	      631081576	       601.8 MB
com.twitter	20090415	      844939268	       805.8 MB
com.twitter	20090416	      662669645	       632.0 MB
com.twitter	20090417	       68868959	        65.7 MB
com.twitter	20090418	       68404618	        65.2 MB
com.twitter	20090419	       50146493	        47.8 MB
com.twitter	20090420	       53629894	        51.1 MB
com.twitter	20090421	       68362100	        65.2 MB
com.twitter	20090422	       15422945	        14.7 MB
com.twitter	20090426	       79930514	        76.2 MB
com.twitter	20090427	      708796946	       676.0 MB
com.twitter	20090428	      560030687	       534.1 MB
com.twitter	20090429	      655332716	       625.0 MB
com.twitter	20090430	      861220154	       821.3 MB
com.twitter	20090501	      941269490	       897.7 MB
com.twitter	20090502	     1231423599	         1.1 GB
com.twitter	20090503	     1195174892	         1.1 GB
com.twitter	20090504	      848710550	       809.4 MB
com.twitter	20090505	      796870735	       760.0 MB
com.twitter	20090506	      762487461	       727.2 MB
com.twitter	20090507	      274297425	       261.6 MB
com.twitter	20090508	      254263807	       242.5 MB
com.twitter	20090509	      472932402	       451.0 MB
com.twitter	20090510	      509596557	       486.0 MB
com.twitter	20090511	      441695665	       421.2 MB
com.twitter	20090512	      509041427	       485.5 MB
com.twitter	20090513	      465416058	       443.9 MB
com.twitter	20090514	      460622019	       439.3 MB
com.twitter	20090515	      478352813	       456.2 MB
com.twitter	20090516	      313556710	       299.0 MB
com.twitter	20090517	      296838735	       283.1 MB
com.twitter	20090518	      225485776	       215.0 MB
com.twitter	20090519	      212975304	       203.1 MB
com.twitter	20090520	       55899377	        53.3 MB
com.twitter	20090601	      834228995	       795.6 MB
com.twitter	20090602	     1002663032	       956.2 MB
com.twitter	20090603	      863177045	       823.2 MB
com.twitter	20090604	      361016934	       344.3 MB
com.twitter	20090605	      263859972	       251.6 MB
com.twitter	20090606	      202980774	       193.6 MB
com.twitter	20090607	       52884252	        50.4 MB
com.twitter	20090608	       35943174	        34.3 MB
com.twitter	20090609	       48316230	        46.1 MB
com.twitter	20090610	       49658561	        47.4 MB
com.twitter	20090611	       64074213	        61.1 MB
com.twitter	20090612	       74093244	        70.7 MB
com.twitter	20090613	       88271851	        84.2 MB
com.twitter	20090614	       85179667	        81.2 MB
com.twitter	20090615	       70682732	        67.4 MB
com.twitter	20090616	       63467495	        60.5 MB
com.twitter	20090617	       57367321	        54.7 MB
com.twitter	20090618	       63736222	        60.8 MB
com.twitter	20090619	       62802319	        59.9 MB
com.twitter	20090620	       79145262	        75.5 MB
com.twitter	20090621	       78722976	        75.1 MB
com.twitter	20090622	       41185785	        39.3 MB
com.twitter	20090623	       50868603	        48.5 MB
com.twitter	20090624	       35863227	        34.2 MB
com.twitter	20090625	       21505623	        20.5 MB
com.twitter	20090626	       23945374	        22.8 MB
com.twitter	20090627	       27437924	        26.2 MB
com.twitter	20090628	       27671688	        26.4 MB
com.twitter	20090629	       31117588	        29.7 MB
com.twitter	20090630	       28069078	        26.8 MB
com.twitter	20090701	       26065575	        24.9 MB
com.twitter	20090702	       24451848	        23.3 MB
com.twitter	20090703	       27521713	        26.2 MB
com.twitter	20090704	       33348174	        31.8 MB
com.twitter	20090705	       31503472	        30.0 MB
com.twitter	20090706	       10798617	        10.3 MB
com.twitter	20090707	        9499573	         9.1 MB
com.twitter	20090708	        9618993	         9.2 MB
