head,pos,lemma,freq,disp,freq_sp,freq_wr,tag,head_orig,tag_lemma
background,NoC,backgrounds,8,0.91,,,background_NoC,background,background_NoC_backgrounds
like,NoC,likes,8,0.91,,,like_NoC,like,like_NoC_likes
bulletin,NoC,bulletin,8,0.72,,,bulletin_NoC,bulletin,bulletin_NoC_bulletin
1918,Num,1918,8,0.83,,,1918_Num,1918,1918_Num_1918
sweet,NoC,sweets,8,0.89,,,sweet_NoC,sweet,sweet_NoC_sweets
transmit,Verb,transmitted,8,0.9,,,transmit_Verb,transmit,transmit_Verb_transmitted
deny,Verb,denies,8,0.86,,,deny_Verb,deny,deny_Verb_denies
adaptation,NoC,adaptation,8,0.88,,,adaptation_NoC,adaptation,adaptation_NoC_adaptation
incorporate,Verb,incorporating,8,0.91,,,incorporate_Verb,incorporate,incorporate_Verb_incorporating
plausible,Adj,plausible,8,0.9,,,plausible_Adj,plausible,plausible_Adj_plausible
oil,NoC,oils,8,0.74,,,oil_NoC,oil,oil_NoC_oils
gasp,Verb,gasped,8,0.79,,,gasp_Verb,gasp,gasp_Verb_gasped
close,Adj,closest,8,0.94,3,8,close_Adj,close,close_Adj_closest
waiter,NoC,waiter,8,0.85,,,waiter_NoC,waiter,waiter_NoC_waiter
split,NoC,split,8,0.9,,,split_NoC,split,split_NoC_split
Everton,NoP,Everton,8,0.71,,,Everton_NoP,Everton,Everton_NoP_Everton
circus,NoC,circus,8,0.9,,,circus_NoC,circus,circus_NoC_circus
grab,Verb,grab,8,0.92,,,grab_Verb,grab,grab_Verb_grab
helpless,Adj,helpless,8,0.89,,,helpless_Adj,helpless,helpless_Adj_helpless
venture,NoC,ventures,8,0.87,,,venture_NoC,venture,venture_NoC_ventures
cynical,Adj,cynical,8,0.92,,,cynical_Adj,cynical,cynical_Adj_cynical
incapable,Adj,incapable,8,0.94,,,incapable_Adj,incapable,incapable_Adj_incapable
batch,NoC,batch,8,0.89,,,batch_NoC,batch,batch_NoC_batch
consultancy,NoC,consultancy,8,0.87,,,consultancy_NoC,consultancy,consultancy_NoC_consultancy
an,Uncl,an,8,0.67,,,an_Uncl,an,an_Uncl_an
feminine,Adj,feminine,8,0.87,,,feminine_Adj,feminine,feminine_Adj_feminine
eighty,Num,eighties,8,0.86,13,8,eighty_Num,eighty,eighty_Num_eighties
trade,Verb,trade,8,0.93,,,trade_Verb,trade,trade_Verb_trade
colonic,Adj,colonic,8,0.26,,,colonic_Adj,colonic,colonic_Adj_colonic
violently,Adv,violently,8,0.88,,,violently_Adv,violently,violently_Adv_violently
insight,NoC,insights,8,0.9,,,insight_NoC,insight,insight_NoC_insights
in excess of,Prep,in excess of,8,0.92,,,in excess of_Prep,in excess of,in excess of_Prep_in excess of
overlook,Verb,overlooked,8,0.95,,,overlook_Verb,overlook,overlook_Verb_overlooked
prove,Verb,proves,8,0.93,3,9,prove_Verb,prove,prove_Verb_proves
honorary,Adj,honorary,8,0.81,,,honorary_Adj,honorary,honorary_Adj_honorary
quest,NoC,quest,8,0.93,,,quest_NoC,quest,quest_NoC_quest
import,Verb,imported,8,0.89,,,import_Verb,import,import_Verb_imported
episode,NoC,episodes,8,0.86,,,episode_NoC,episode,episode_NoC_episodes
outlet,NoC,outlets,8,0.91,,,outlet_NoC,outlet,outlet_NoC_outlets
absorb,Verb,absorb,8,0.93,,,absorb_Verb,absorb,absorb_Verb_absorb
Plymouth,NoP,Plymouth,8,0.88,,,Plymouth_NoP,Plymouth,Plymouth_NoP_Plymouth
photo,NoC,photos,8,0.91,,,photo_NoC,photo,photo_NoC_photos
thread,NoC,thread,8,0.91,,,thread_NoC,thread,thread_NoC_thread
Nigeria,NoP,Nigeria,8,0.8,,,Nigeria_NoP,Nigeria,Nigeria_NoP_Nigeria
disk,NoC,disks,8,0.55,,,disk_NoC,disk,disk_NoC_disks
headache,NoC,headache,8,0.87,,,headache_NoC,headache,headache_NoC_headache
spend,Verb,spends,8,0.94,6,8,spend_Verb,spend,spend_Verb_spends
seal,Verb,sealed,8,0.93,,,seal_Verb,seal,seal_Verb_sealed
extract,NoC,extract,8,0.85,,,extract_NoC,extract,extract_NoC_extract
satisfying,Adj,satisfying,8,0.94,,,satisfying_Adj,satisfying,satisfying_Adj_satisfying
light,Adj,lighter,8,0.93,,,light_Adj,light,light_Adj_lighter
cruelty,NoC,cruelty,8,0.89,,,cruelty_NoC,cruelty,cruelty_NoC_cruelty
hopeless,Adj,hopeless,8,0.91,,,hopeless_Adj,hopeless,hopeless_Adj_hopeless
correspond,Verb,correspond,8,0.88,,,correspond_Verb,correspond,correspond_Verb_correspond
bilateral,Adj,bilateral,8,0.7,,,bilateral_Adj,bilateral,bilateral_Adj_bilateral
calm,Verb,calm,8,0.89,,,calm_Verb,calm,calm_Verb_calm
thigh,NoC,thighs,8,0.84,,,thigh_NoC,thigh,thigh_NoC_thighs
sitting,NoC,sitting,8,0.91,,,sitting_NoC,sitting,sitting_NoC_sitting
narrow,Verb,narrowed,8,0.81,,,narrow_Verb,narrow,narrow_Verb_narrowed
destiny,NoC,destiny,8,0.83,,,destiny_NoC,destiny,destiny_NoC_destiny
hectare,NoC,hectares,8,0.71,,,hectare_NoC,hectare,hectare_NoC_hectares
install,Verb,install,8,0.87,,,install_Verb,install,install_Verb_install
sail,Verb,sailed,8,0.91,,,sail_Verb,sail,sail_Verb_sailed
bc,Adv,bc,8,0.79,,,bc_Adv,bc,bc_Adv_bc
courtyard,NoC,courtyard,8,0.87,,,courtyard_NoC,courtyard,courtyard_NoC_courtyard
co-ordination,NoC,co-ordination,8,0.85,,,co-ordination_NoC,co-ordination,co-ordination_NoC_co-ordination
Swan,NoP,Swan,8,0.76,,,Swan_NoP,Swan,Swan_NoP_Swan
companion,NoC,companions,8,0.91,,,companion_NoC,companion,companion_NoC_companions
matter,Verb,matters,8,0.95,,,matter_Verb,matter,matter_Verb_matters
Armstrong,NoP,Armstrong,8,0.83,,,Armstrong_NoP,Armstrong,Armstrong_NoP_Armstrong
manifesto,NoC,manifesto,8,0.89,,,manifesto_NoC,manifesto,manifesto_NoC_manifesto
refugee,NoC,refugee,8,0.81,,,refugee_NoC,refugee,refugee_NoC_refugee
exchequer,NoC,exchequer,8,0.83,,,exchequer_NoC,exchequer,exchequer_NoC_exchequer
boss,NoC,bosses,8,0.8,,,boss_NoC,boss,boss_NoC_bosses
cook,NoC,cook,8,0.9,,,cook_NoC,cook,cook_NoC_cook
symphony,NoC,symphony,8,0.77,,,symphony_NoC,symphony,symphony_NoC_symphony
conclude,Verb,concludes,8,0.91,,,conclude_Verb,conclude,conclude_Verb_concludes
single,NoC,singles,8,0.84,,,single_NoC,single,single_NoC_singles
lightning,NoC,lightning,8,0.88,,,lightning_NoC,lightning,lightning_NoC_lightning
Pamela,NoP,Pamela,8,0.48,,,Pamela_NoP,Pamela,Pamela_NoP_Pamela
triangle,NoC,triangle,8,0.88,,,triangle_NoC,triangle,triangle_NoC_triangle
this,Adv,this,8,0.94,,,this_Adv,this,this_Adv_this
historically,Adv,historically,8,0.9,,,historically_Adv,historically,historically_Adv_historically
sack,NoC,sack,8,0.86,,,sack_NoC,sack,sack_NoC_sack
time,Verb,time,8,0.95,,,time_Verb,time,time_Verb_time
bush,NoC,bushes,8,0.89,,,bush_NoC,bush,bush_NoC_bushes
56,Num,56,8,0.9,,,56_Num,56,56_Num_56
dolphin,NoC,dolphin,8,0.54,,,dolphin_NoC,dolphin,dolphin_NoC_dolphin
committed,Adj,committed,8,0.94,,,committed_Adj,committed,committed_Adj_committed
stem,NoC,stem,8,0.85,,,stem_NoC,stem,stem_NoC_stem
coming,NoC,coming,8,0.93,,,coming_NoC,coming,coming_NoC_coming
placement,NoC,placement,8,0.77,,,placement_NoC,placement,placement_NoC_placement
coat,NoC,coats,8,0.93,,,coat_NoC,coat,coat_NoC_coats
5%,NoC,5%,8,0.82,,,5%_NoC,5%,5%_NoC_5%
arrange,Verb,arranging,8,0.95,,,arrange_Verb,arrange,arrange_Verb_arranging
sadness,NoC,sadness,8,0.91,,,sadness_NoC,sadness,sadness_NoC_sadness
fit,NoC,fit,8,0.93,,,fit_NoC,fit,fit_NoC_fit
listed,Adj,listed,8,0.85,,,listed_Adj,listed,listed_Adj_listed
CA,NoP,Ca,8,0.69,,,CA_NoP,CA,CA_NoP_Ca
lack,Verb,lacks,8,0.92,,,lack_Verb,lack,lack_Verb_lacks
destine,Verb,destine,8,0.94,,,destine_Verb,destine,destine_Verb_destine
agree,Verb,agreeing,8,0.94,6,8,agree_Verb,agree,agree_Verb_agreeing
poster,NoC,poster,8,0.92,,,poster_NoC,poster,poster_NoC_poster
a little bit,Adv,a little bit,8,0.79,,,a little bit_Adv,a little bit,a little bit_Adv_a little bit
praise,Verb,praised,8,0.92,,,praise_Verb,praise,praise_Verb_praised
humble,Adj,humble,8,0.94,,,humble_Adj,humble,humble_Adj_humble
sandy,Adj,sandy,8,0.87,,,sandy_Adj,sandy,sandy_Adj_sandy
announce,Verb,announcing,8,0.89,,,announce_Verb,announce,announce_Verb_announcing
differ,Verb,differs,8,0.88,,,differ_Verb,differ,differ_Verb_differs
developer,NoC,developer,8,0.77,,,developer_NoC,developer,developer_NoC_developer
fire,Verb,fire,8,0.9,,,fire_Verb,fire,fire_Verb_fire
dress,Verb,dressing,8,0.92,,,dress_Verb,dress,dress_Verb_dressing
Sunday,NoP,Sundays,8,0.93,,,Sunday_NoP,Sunday,Sunday_NoP_Sundays
straight away,Adv,straight away,8,0.9,,,straight away_Adv,straight away,straight away_Adv_straight away
contradiction,NoC,contradiction,8,0.9,,,contradiction_NoC,contradiction,contradiction_NoC_contradiction
Georgia,NoP,Georgia,8,0.76,,,Georgia_NoP,Georgia,Georgia_NoP_Georgia
academic,NoC,academics,8,0.88,,,academic_NoC,academic,academic_NoC_academics
Isle,NoC,isles,8,0.89,,,Isle_NoC,Isle,Isle_NoC_isles
t,Uncl,t,8,0.62,,,t_Uncl,t,t_Uncl_t
consume,Verb,consumed,8,0.91,,,consume_Verb,consume,consume_Verb_consumed
Exeter,NoP,Exeter,8,0.88,,,Exeter_NoP,Exeter,Exeter_NoP_Exeter
63,Num,63,8,0.89,,,63_Num,63,63_Num_63
gown,NoC,gown,8,0.86,,,gown_NoC,gown,gown_NoC_gown
monarch,NoC,monarch,8,0.87,,,monarch_NoC,monarch,monarch_NoC_monarch
dissolve,Verb,dissolved,8,0.89,,,dissolve_Verb,dissolve,dissolve_Verb_dissolved
Toby,NoP,Toby,8,0.71,,,Toby_NoP,Toby,Toby_NoP_Toby
Croatia,NoP,Croatia,8,0.65,,,Croatia_NoP,Croatia,Croatia_NoP_Croatia
antibody,NoC,antibodies,8,0.67,,,antibody_NoC,antibody,antibody_NoC_antibodies
chartered,Adj,chartered,8,0.82,,,chartered_Adj,chartered,chartered_Adj_chartered
frequency,NoC,frequencies,8,0.8,,,frequency_NoC,frequency,frequency_NoC_frequencies
manuscript,NoC,manuscript,8,0.86,,,manuscript_NoC,manuscript,manuscript_NoC_manuscript
caribbean,Adj,caribbean,8,0.84,,,caribbean_Adj,caribbean,caribbean_Adj_caribbean
thief,NoC,thief,8,0.89,,,thief_NoC,thief,thief_NoC_thief
morning,NoC,mornings,8,0.92,11,8,morning_NoC,morning,morning_NoC_mornings
peer,NoC,peers,8,0.91,,,peer_NoC,peer,peer_NoC_peers
Burton,NoP,Burton,8,0.7,,,Burton_NoP,Burton,Burton_NoP_Burton
lordship,NoC,lordship,8,0.75,,,lordship_NoC,lordship,lordship_NoC_lordship
duchess,NoC,duchess,8,0.84,,,duchess_NoC,duchess,duchess_NoC_duchess
commission,NoC,commissions,8,0.89,,,commission_NoC,commission,commission_NoC_commissions
naive,Adj,naive,8,0.91,,,naive_Adj,naive,naive_Adj_naive
command,Verb,commanded,8,0.92,,,command_Verb,command,command_Verb_commanded
one-third,Num,one-third,8,0.88,,,one-third_Num,one-third,one-third_Num_one-third
feel,NoC,feel,8,0.91,,,feel_NoC,feel,feel_NoC_feel
1933,Num,1933,8,0.87,,,1933_Num,1933,1933_Num_1933
glare,Verb,glared,8,0.78,,,glare_Verb,glare,glare_Verb_glared
dumb,Adj,dumb,8,0.74,,,dumb_Adj,dumb,dumb_Adj_dumb
Carolyn,NoP,Carolyn,8,0.51,,,Carolyn_NoP,Carolyn,Carolyn_NoP_Carolyn
Bennett,NoP,Bennett,8,0.87,,,Bennett_NoP,Bennett,Bennett_NoP_Bennett
integrate,Verb,integrate,8,0.82,,,integrate_Verb,integrate,integrate_Verb_integrate
lending,NoC,lending,8,0.81,,,lending_NoC,lending,lending_NoC_lending
european,NoC,european,8,0.84,,,european_NoC,european,european_NoC_european
wording,NoC,wording,8,0.84,,,wording_NoC,wording,wording_NoC_wording
local,NoC,locals,8,0.91,,,local_NoC,local,local_NoC_locals
for once,Adv,for once,8,0.89,,,for once_Adv,for once,for once_Adv_for once
convince,Verb,convinced,8,0.94,,,convince_Verb,convince,convince_Verb_convinced
poorly,Adv,poorly,8,0.93,,,poorly_Adv,poorly,poorly_Adv_poorly
whale,NoC,whales,8,0.76,,,whale_NoC,whale,whale_NoC_whales
homework,NoC,homework,8,0.85,,,homework_NoC,homework,homework_NoC_homework
shipping,NoC,shipping,8,0.85,,,shipping_NoC,shipping,shipping_NoC_shipping
landlord,NoC,landlords,8,0.85,,,landlord_NoC,landlord,landlord_NoC_landlords
recognise,Verb,recognising,8,0.94,,,recognise_Verb,recognise,recognise_Verb_recognising
notebook,NoC,notebook,8,0.86,,,notebook_NoC,notebook,notebook_NoC_notebook
we,Uncl,we,8,0.67,,,we_Uncl,we,we_Uncl_we
fishery,NoC,fisheries,8,0.78,,,fishery_NoC,fishery,fishery_NoC_fisheries
combat,NoC,combat,8,0.82,,,combat_NoC,combat,combat_NoC_combat
grasp,NoC,grasp,8,0.92,,,grasp_NoC,grasp,grasp_NoC_grasp
trunk,NoC,trunk,8,0.92,,,trunk_NoC,trunk,trunk_NoC_trunk
reveal,Verb,revealing,8,0.94,,,reveal_Verb,reveal,reveal_Verb_revealing
concern,Verb,concern,8,0.94,,,concern_Verb,concern,concern_Verb_concern
pc,NoC,P.C.,8,0.34,,,pc_NoC,pc,pc_NoC_P.C.
indicator,NoC,indicator,8,0.91,,,indicator_NoC,indicator,indicator_NoC_indicator
cycle,NoC,cycles,8,0.89,,,cycle_NoC,cycle,cycle_NoC_cycles
Jeff,NoP,Jeff,8,0.8,,,Jeff_NoP,Jeff,Jeff_NoP_Jeff
reserve,Adj,reserve,8,0.88,,,reserve_Adj,reserve,reserve_Adj_reserve
heel,NoC,heel,8,0.9,,,heel_NoC,heel,heel_NoC_heel
vii,Num,vii,8,0.87,,,vii_Num,vii,vii_Num_vii
1911,Num,1911,8,0.79,,,1911_Num,1911,1911_Num_1911
Frederick,NoP,Frederick,8,0.82,,,Frederick_NoP,Frederick,Frederick_NoP_Frederick
shift,NoC,shifts,8,0.91,,,shift_NoC,shift,shift_NoC_shifts
Dundee,NoP,Dundee,8,0.78,,,Dundee_NoP,Dundee,Dundee_NoP_Dundee
obscure,Adj,obscure,8,0.93,,,obscure_Adj,obscure,obscure_Adj_obscure
consequent,Adj,consequent,8,0.91,,,consequent_Adj,consequent,consequent_Adj_consequent
unwanted,Adj,unwanted,8,0.93,,,unwanted_Adj,unwanted,unwanted_Adj_unwanted
JOANNA,NoP,JOANNA,8,0.61,,,JOANNA_NoP,JOANNA,JOANNA_NoP_JOANNA
overlook,Verb,overlooking,8,0.9,,,overlook_Verb,overlook,overlook_Verb_overlooking
synthetic,Adj,synthetic,8,0.86,,,synthetic_Adj,synthetic,synthetic_Adj_synthetic
Castle,NoP,Castle,8,0.62,,,Castle_NoP,Castle,Castle_NoP_Castle
rover,NoC,rovers,8,0.77,,,rover_NoC,rover,rover_NoC_rovers
Picasso,NoP,Picasso,8,0.56,,,Picasso_NoP,Picasso,Picasso_NoP_Picasso
ham,NoC,ham,8,0.85,,,ham_NoC,ham,ham_NoC_ham
corpse,NoC,corpse,8,0.82,,,corpse_NoC,corpse,corpse_NoC_corpse
o,Uncl,o,8,0.67,,,o_Uncl,o,o_Uncl_o
ta,Int,ta,8,0.72,,,ta_Int,ta,ta_Int_ta
workstation,NoC,workstations,8,0.4,,,workstation_NoC,workstation,workstation_NoC_workstations
mankind,NoC,mankind,8,0.89,,,mankind_NoC,mankind,mankind_NoC_mankind
creditor,NoC,creditor,8,0.7,,,creditor_NoC,creditor,creditor_NoC_creditor
conform,Verb,conform,8,0.92,,,conform_Verb,conform,conform_Verb_conform
54,Num,54,8,0.91,,,54_Num,54,54_Num_54
glow,NoC,glow,8,0.88,,,glow_NoC,glow,glow_NoC_glow
harmful,Adj,harmful,8,0.91,,,harmful_Adj,harmful,harmful_Adj_harmful
Greg,NoP,Greg,8,0.66,,,Greg_NoP,Greg,Greg_NoP_Greg
taste,NoC,tastes,8,0.93,,,taste_NoC,taste,taste_NoC_tastes
£2,NoC,£2,8,0.88,,,&pound;2_NoC,&pound;2,&pound;2_NoC_&pound;2
modification,NoC,modifications,8,0.88,,,modification_NoC,modification,modification_NoC_modifications
ambiguous,Adj,ambiguous,8,0.9,,,ambiguous_Adj,ambiguous,ambiguous_Adj_ambiguous
ideal,NoC,ideals,8,0.9,,,ideal_NoC,ideal,ideal_NoC_ideals
dusty,Adj,dusty,8,0.88,,,dusty_Adj,dusty,dusty_Adj_dusty
attachment,NoC,attachment,8,0.91,,,attachment_NoC,attachment,attachment_NoC_attachment
crush,Verb,crushed,8,0.92,,,crush_Verb,crush,crush_Verb_crushed
blessing,NoC,blessing,8,0.92,,,blessing_NoC,blessing,blessing_NoC_blessing
58,Num,58,8,0.89,,,58_Num,58,58_Num_58
Karl,NoP,Karl,8,0.78,,,Karl_NoP,Karl,Karl_NoP_Karl
bodily,Adj,bodily,8,0.87,,,bodily_Adj,bodily,bodily_Adj_bodily
publish,Verb,publishing,8,0.9,,,publish_Verb,publish,publish_Verb_publishing
brow,NoC,brow,8,0.83,,,brow_NoC,brow,brow_NoC_brow
Premier,NoC,Premier,8,0.73,,,Premier_NoC,Premier,Premier_NoC_Premier
Martha,NoP,Martha,8,0.75,,,Martha_NoP,Martha,Martha_NoP_Martha
vitamin,NoC,vitamin,8,0.79,,,vitamin_NoC,vitamin,vitamin_NoC_vitamin
RE,NoP,RE,8,0.52,,,RE_NoP,RE,RE_NoP_RE
attach,Verb,attach,8,0.91,,,attach_Verb,attach,attach_Verb_attach
your,Det,yer,8,0.73,1,9,your_Det,your,your_Det_yer
hat,NoC,hats,8,0.91,,,hat_NoC,hat,hat_NoC_hats
Glen,NoP,Glen,8,0.84,,,Glen_NoP,Glen,Glen_NoP_Glen
scenery,NoC,scenery,8,0.89,,,scenery_NoC,scenery,scenery_NoC_scenery
lasting,Adj,lasting,8,0.93,,,lasting_Adj,lasting,lasting_Adj_lasting
investor,NoC,investor,8,0.79,,,investor_NoC,investor,investor_NoC_investor
cemetery,NoC,cemetery,8,0.91,,,cemetery_NoC,cemetery,cemetery_NoC_cemetery
fairy,NoC,fairy,8,0.89,,,fairy_NoC,fairy,fairy_NoC_fairy
cruise,NoC,cruise,8,0.86,,,cruise_NoC,cruise,cruise_NoC_cruise
da,Uncl,da,8,0.62,,,da_Uncl,da,da_Uncl_da
employ,Verb,employing,8,0.92,,,employ_Verb,employ,employ_Verb_employing
answer,Verb,answering,8,0.94,,,answer_Verb,answer,answer_Verb_answering
deny,Verb,denying,8,0.94,,,deny_Verb,deny,deny_Verb_denying
urine,NoC,urine,8,0.81,,,urine_NoC,urine,urine_NoC_urine
confusing,Adj,confusing,8,0.95,,,confusing_Adj,confusing,confusing_Adj_confusing
essay,NoC,essays,8,0.86,,,essay_NoC,essay,essay_NoC_essays
spoken,Adj,spoken,8,0.8,,,spoken_Adj,spoken,spoken_Adj_spoken
impress,Verb,impressed,8,0.95,,,impress_Verb,impress,impress_Verb_impressed
Novell,NoP,Novell,8,0.31,,,Novell_NoP,Novell,Novell_NoP_Novell
besides,Prep,besides,8,0.94,,,besides_Prep,besides,besides_Prep_besides
mainframe,NoC,mainframe,8,0.52,,,mainframe_NoC,mainframe,mainframe_NoC_mainframe
in between,Adv,in between,8,0.94,,,in between_Adv,in between,in between_Adv_in between
accountancy,NoC,accountancy,8,0.62,,,accountancy_NoC,accountancy,accountancy_NoC_accountancy
insistence,NoC,insistence,8,0.93,,,insistence_NoC,insistence,insistence_NoC_insistence
flash,Verb,flashed,8,0.84,,,flash_Verb,flash,flash_Verb_flashed
behave,Verb,behaved,8,0.93,,,behave_Verb,behave,behave_Verb_behaved
jail,Verb,jailed,8,0.76,,,jail_Verb,jail,jail_Verb_jailed
MA,NoP,MA,8,0.77,,,MA_NoP,MA,MA_NoP_MA
reality,NoC,realities,8,0.92,,,reality_NoC,reality,reality_NoC_realities
bail,NoC,bail,8,0.81,,,bail_NoC,bail,bail_NoC_bail
classic,NoC,classic,8,0.88,,,classic_NoC,classic,classic_NoC_classic
tighten,Verb,tightened,8,0.82,,,tighten_Verb,tighten,tighten_Verb_tightened
Sainsbury,NoP,Sainsbury,8,0.79,,,Sainsbury_NoP,Sainsbury,Sainsbury_NoP_Sainsbury
Stella,NoP,Stella,8,0.67,,,Stella_NoP,Stella,Stella_NoP_Stella
analytical,Adj,analytical,8,0.87,,,analytical_Adj,analytical,analytical_Adj_analytical
pragmatic,Adj,pragmatic,8,0.85,,,pragmatic_Adj,pragmatic,pragmatic_Adj_pragmatic
would-be,Adj,would-be,8,0.92,,,would-be_Adj,would-be,would-be_Adj_would-be
politely,Adv,politely,8,0.86,,,politely_Adv,politely,politely_Adv_politely
shorts,NoC,shorts,8,0.89,,,shorts_NoC,shorts,shorts_NoC_shorts
Napoleon,NoP,Napoleon,8,0.75,,,Napoleon_NoP,Napoleon,Napoleon_NoP_Napoleon
cater,Verb,catering,8,0.83,,,cater_Verb,cater,cater_Verb_catering
midfield,NoC,midfield,8,0.76,,,midfield_NoC,midfield,midfield_NoC_midfield
owing to,Prep,owing to,8,0.91,,,owing to_Prep,owing to,owing to_Prep_owing to
civilian,NoC,civilians,8,0.8,,,civilian_NoC,civilian,civilian_NoC_civilians
devastating,Adj,devastating,8,0.93,,,devastating_Adj,devastating,devastating_Adj_devastating
Madam,NoC,Madam,8,0.83,,,Madam_NoC,Madam,Madam_NoC_Madam
formulate,Verb,formulated,8,0.91,,,formulate_Verb,formulate,formulate_Verb_formulated
workplace,NoC,workplace,8,0.87,,,workplace_NoC,workplace,workplace_NoC_workplace
recorded,Adj,recorded,8,0.91,,,recorded_Adj,recorded,recorded_Adj_recorded
outfit,NoC,outfit,8,0.9,,,outfit_NoC,outfit,outfit_NoC_outfit
cope,Verb,coping,8,0.92,,,cope_Verb,cope,cope_Verb_coping
abnormal,Adj,abnormal,8,0.81,,,abnormal_Adj,abnormal,abnormal_Adj_abnormal
history,NoC,histories,8,0.87,1,9,history_NoC,history,history_NoC_histories
precede,Verb,preceded,8,0.92,,,precede_Verb,precede,precede_Verb_preceded
minority,NoC,minorities,8,0.88,,,minority_NoC,minority,minority_NoC_minorities
cassette,NoC,cassette,8,0.89,,,cassette_NoC,cassette,cassette_NoC_cassette
Maureen,NoP,Maureen,8,0.75,,,Maureen_NoP,Maureen,Maureen_NoP_Maureen
microsystem,NoC,microsystems,8,0.3,,,microsystem_NoC,microsystem,microsystem_NoC_microsystems
lazy,Adj,lazy,8,0.91,,,lazy_Adj,lazy,lazy_Adj_lazy
kin,NoC,kin,8,0.69,,,kin_NoC,kin,kin_NoC_kin
link,Verb,links,8,0.92,,,link_Verb,link,link_Verb_links
3.1,Num,3.1,8,0.81,,,3.1_Num,3.1,3.1_Num_3.1
Anglia,NoP,Anglia,8,0.89,,,Anglia_NoP,Anglia,Anglia_NoP_Anglia
sue,Verb,sue,8,0.81,,,sue_Verb,sue,sue_Verb_sue
petty,Adj,petty,8,0.92,,,petty_Adj,petty,petty_Adj_petty
y,Uncl,y,8,0.62,,,y_Uncl,y,y_Uncl_y
forget,Verb,forgetting,8,0.92,8,8,forget_Verb,forget,forget_Verb_forgetting
GUIL,NoP,GUIL,8,0.0,,,GUIL_NoP,GUIL,GUIL_NoP_GUIL
platform,NoC,platforms,8,0.7,,,platform_NoC,platform,platform_NoC_platforms
blame,NoC,blame,8,0.94,,,blame_NoC,blame,blame_NoC_blame
turning,NoC,turning,8,0.93,,,turning_NoC,turning,turning_NoC_turning
wave,Verb,waving,8,0.88,,,wave_Verb,wave,wave_Verb_waving
hurry,NoC,hurry,8,0.9,,,hurry_NoC,hurry,hurry_NoC_hurry
unsatisfactory,Adj,unsatisfactory,8,0.93,,,unsatisfactory_Adj,unsatisfactory,unsatisfactory_Adj_unsatisfactory
final,NoC,finals,8,0.81,,,final_NoC,final,final_NoC_finals
plus,NoC,plus,8,0.9,,,plus_NoC,plus,plus_NoC_plus
intestinal,Adj,intestinal,8,0.38,,,intestinal_Adj,intestinal,intestinal_Adj_intestinal
overview,NoC,overview,8,0.71,,,overview_NoC,overview,overview_NoC_overview
persian,Adj,persian,8,0.71,,,persian_Adj,persian,persian_Adj_persian
celebrate,Verb,celebrating,8,0.89,,,celebrate_Verb,celebrate,celebrate_Verb_celebrating
seminar,NoC,seminars,8,0.84,,,seminar_NoC,seminar,seminar_NoC_seminars
transcription,NoC,transcription,8,0.52,,,transcription_NoC,transcription,transcription_NoC_transcription
hazard,NoC,hazard,8,0.89,,,hazard_NoC,hazard,hazard_NoC_hazard
anticipation,NoC,anticipation,8,0.94,,,anticipation_NoC,anticipation,anticipation_NoC_anticipation
constituent,NoC,constituents,8,0.66,,,constituent_NoC,constituent,constituent_NoC_constituents
hip,NoC,hips,8,0.87,,,hip_NoC,hip,hip_NoC_hips
reservoir,NoC,reservoir,8,0.84,,,reservoir_NoC,reservoir,reservoir_NoC_reservoir
authentic,Adj,authentic,8,0.9,,,authentic_Adj,authentic,authentic_Adj_authentic
Pierre,NoP,Pierre,8,0.85,,,Pierre_NoP,Pierre,Pierre_NoP_Pierre
disorder,NoC,disorders,8,0.87,,,disorder_NoC,disorder,disorder_NoC_disorders
fluctuation,NoC,fluctuations,8,0.82,,,fluctuation_NoC,fluctuation,fluctuation_NoC_fluctuations
eliminate,Verb,eliminated,8,0.92,,,eliminate_Verb,eliminate,eliminate_Verb_eliminated
radioactive,Adj,radioactive,8,0.74,,,radioactive_Adj,radioactive,radioactive_Adj_radioactive
conversely,Adv,conversely,8,0.9,,,conversely_Adv,conversely,conversely_Adv_conversely
limestone,NoC,limestone,8,0.85,,,limestone_NoC,limestone,limestone_NoC_limestone
nil,Pron,nil,8,0.49,,,nil_Pron,nil,nil_Pron_nil
JO,NoP,Jo,8,0.84,,,JO_NoP,JO,JO_NoP_Jo
thigh,NoC,thigh,8,0.76,,,thigh_NoC,thigh,thigh_NoC_thigh
bow,Verb,bowed,8,0.83,,,bow_Verb,bow,bow_Verb_bowed
creativity,NoC,creativity,8,0.84,,,creativity_NoC,creativity,creativity_NoC_creativity
considering,Prep,considering,8,0.94,,,considering_Prep,considering,considering_Prep_considering
Crawford,NoP,Crawford,8,0.5,,,Crawford_NoP,Crawford,Crawford_NoP_Crawford
Jennifer,NoP,Jennifer,8,0.73,,,Jennifer_NoP,Jennifer,Jennifer_NoP_Jennifer
stimulation,NoC,stimulation,8,0.81,,,stimulation_NoC,stimulation,stimulation_NoC_stimulation
account,Verb,accounts,8,0.91,,,account_Verb,account,account_Verb_accounts
JO,NoP,JO,8,0.84,,,JO_NoP,JO,JO_NoP_JO
stick,NoC,sticks,8,0.92,,,stick_NoC,stick,stick_NoC_sticks
inequality,NoC,inequality,8,0.82,,,inequality_NoC,inequality,inequality_NoC_inequality
