head,pos,lemma,freq,disp,freq_sp,freq_wr,tag,head_orig,tag_lemma
1989,Num,1989,134,0.7,,,1989_Num,1989,1989_Num_1989
french,Adj,french,134,0.93,,,french_Adj,french,french_Adj_french
consider,Verb,considered,134,0.94,39,144,consider_Verb,consider,consider_Verb_considered
success,NoC,success,134,0.94,,,success_NoC,success,success_NoC_success
stand,Verb,stood,133,0.87,36,144,stand_Verb,stand,stand_Verb_stood
everyone,Pron,everyone,133,0.95,,,everyone_Pron,everyone,everyone_Pron_everyone
boy,NoC,boy,133,0.91,159,130,boy_NoC,boy,boy_NoC_boy
current,Adj,current,133,0.93,,,current_Adj,current,current_Adj_current
fire,NoC,fire,133,0.94,,,fire_NoC,fire,fire_NoC_fire
please,Adv,please,133,0.91,361,106,please_Adv,please,please_Adv_please
capital,NoC,capital,133,0.89,,,capital_NoC,capital,capital_NoC_capital
agreement,NoC,agreement,133,0.84,42,143,agreement_NoC,agreement,agreement_NoC_agreement
whatever,DetP,whatever,132,0.95,289,114,whatever_DetP,whatever,whatever_DetP_whatever
analysis,NoC,analysis,132,0.89,,,analysis_NoC,analysis,analysis_NoC_analysis
population,NoC,population,132,0.91,,,population_NoC,population,population_NoC_population
20,Num,20,131,0.91,,,20_Num,20,20_Num_20
theory,NoC,theory,131,0.9,35,142,theory_NoC,theory,theory_NoC_theory
labour,Adj,labour,131,0.84,,,labour_Adj,labour,labour_Adj_labour
modern,Adj,modern,131,0.93,,,modern_Adj,modern,modern_Adj_modern
Scotland,NoP,Scotland,131,0.87,,,Scotland_NoP,Scotland,Scotland_NoP_Scotland
stop,Verb,stop,131,0.94,225,120,stop_Verb,stop,stop_Verb_stop
material,NoC,material,131,0.93,44,141,material_NoC,material,material_NoC_material
legal,Adj,legal,131,0.9,,,legal_Adj,legal,legal_Adj_legal
in order,ClO,in order,131,0.94,,,in order_ClO,in order,in order_ClO_in order
book,NoC,books,131,0.94,87,136,book_NoC,book,book_NoC_books
son,NoC,son,131,0.92,72,138,son_NoC,son,son_NoC_son
provide,Verb,provided,130,0.94,38,140,provide_Verb,provide,provide_Verb_provided
lady,NoC,lady,130,0.91,,,lady_NoC,lady,lady_NoC_lady
environment,NoC,environment,130,0.89,,,environment_NoC,environment,environment_NoC_environment
receive,Verb,received,130,0.95,46,140,receive_Verb,receive,receive_Verb_received
chance,NoC,chance,130,0.95,109,133,chance_NoC,chance,chance_NoC_chance
performance,NoC,performance,130,0.93,,,performance_NoC,performance,performance_NoC_performance
authority,NoC,authorities,130,0.91,72,136,authority_NoC,authority,authority_NoC_authorities
Sea,NoC,Sea,130,0.94,,,Sea_NoC,Sea,Sea_NoC_Sea
model,NoC,model,130,0.91,44,140,model_NoC,model,model_NoC_model
growth,NoC,growth,130,0.92,,,growth_NoC,growth,growth_NoC_growth
right,NoC,rights,130,0.9,48,139,right_NoC,right,right_NoC_rights
finally,Adv,finally,130,0.97,,,finally_Adv,finally,finally_Adv_finally
talk,Verb,talk,129,0.92,266,113,talk_Verb,talk,talk_Verb_talk
relationship,NoC,relationship,129,0.94,51,138,relationship_NoC,relationship,relationship_NoC_relationship
whom,Pron,whom,129,0.95,,,whom_Pron,whom,whom_Pron_whom
final,Adj,final,129,0.95,,,final_Adj,final,final_Adj_final
build,Verb,built,129,0.94,83,134,build_Verb,build,build_Verb_built
nice,Adj,nice,129,0.83,603,74,nice_Adj,nice,nice_Adj_nice
produce,Verb,produced,129,0.94,43,139,produce_Verb,produce,produce_Verb_produced
turn,Verb,turn,129,0.96,198,121,turn_Verb,turn,turn_Verb_turn
talk,Verb,talking,128,0.9,428,93,talk_Verb,talk,talk_Verb_talking
east,NoC,east,128,0.93,,,east_NoC,east,east_NoC_east
1991,Num,1991,128,0.79,,,1991_Num,1991,1991_Num_1991
fine,Adj,fine,127,0.96,187,120,fine_Adj,fine,fine_Adj_fine
ST,NoP,ST,127,0.93,,,ST_NoP,ST,ST_NoP_ST
size,NoC,size,127,0.94,,,size_NoC,size,size_NoC_size
party,NoC,parties,127,0.86,36,137,party_NoC,party,party_NoC_parties
west,NoC,west,127,0.94,,,west_NoC,west,west_NoC_west
work,Verb,worked,127,0.97,152,124,work_Verb,work,work_Verb_worked
red,Adj,red,126,0.95,,,red_Adj,red,red_Adj_red
record,NoC,record,126,0.93,73,133,record_NoC,record,record_NoC_record
close,Adj,close,126,0.97,67,132,close_Adj,close,close_Adj_close
going,Verb,gon,125,0.66,,,going_Verb,going,going_Verb_gon
space,NoC,space,125,0.96,,,space_NoC,space,space_NoC_space
give,Verb,giving,125,0.98,113,126,give_Verb,give,give_Verb_giving
property,NoC,property,125,0.88,45,135,property_NoC,property,property_NoC_property
myself,Pron,myself,125,0.92,,,myself_Pron,myself,myself_Pron_myself
example,NoC,example,125,0.92,76,131,example_NoC,example,example_NoC_example
quickly,Adv,quickly,124,0.95,,,quickly_Adv,quickly,quickly_Adv_quickly
normal,Adj,normal,124,0.92,,,normal_Adj,normal,normal_Adj_normal
serious,Adj,serious,124,0.97,,,serious_Adj,serious,serious_Adj_serious
reach,Verb,reached,124,0.94,18,136,reach_Verb,reach,reach_Verb_reached
Peter,NoP,Peter,124,0.92,,,Peter_NoP,Peter,Peter_NoP_Peter
nor,Conj,nor,124,0.95,,,nor_Conj,nor,nor_Conj_nor
DR,NoC,DR,124,0.86,,,DR_NoC,DR,DR_NoC_DR
buy,Verb,buy,124,0.94,261,108,buy_Verb,buy,buy_Verb_buy
brother,NoC,brother,123,0.94,,,brother_NoC,brother,brother_NoC_brother
along,Prep,along,123,0.95,,,along_Prep,along,along_Prep_along
France,NoP,France,123,0.92,,,France_NoP,France,France_NoP_France
couple,NoC,couple,123,0.94,220,111,couple_NoC,couple,couple_NoC_couple
include,Verb,included,123,0.92,30,133,include_Verb,include,include_Verb_included
previous,Adj,previous,123,0.94,,,previous_Adj,previous,previous_Adj_previous
pound,NoC,pounds,123,0.77,572,71,pound_NoC,pound,pound_NoC_pounds
behaviour,NoC,behaviour,123,0.9,,,behaviour_NoC,behaviour,behaviour_NoC_behaviour
term,NoC,term,123,0.92,102,125,term_NoC,term,term_NoC_term
recently,Adv,recently,123,0.95,,,recently_Adv,recently,recently_Adv_recently
plan,NoC,plan,123,0.92,155,120,plan_NoC,plan,plan_NoC_plan
total,Adj,total,122,0.93,,,total_Adj,total,total_Adj_total
energy,NoC,energy,122,0.89,,,energy_NoC,energy,energy_NoC_energy
director,NoC,director,122,0.92,41,131,director_NoC,director,director_NoC_director
thank,Verb,thank,122,0.83,595,67,thank_Verb,thank,thank_Verb_thank
anyway,Adv,anyway,122,0.86,503,78,anyway_Adv,anyway,anyway_Adv_anyway
cup,NoC,cup,122,0.89,,,cup_NoC,cup,cup_NoC_cup
treatment,NoC,treatment,122,0.88,,,treatment_NoC,treatment,treatment_NoC_treatment
level,NoC,levels,121,0.92,48,129,level_NoC,level,level_NoC_levels
sit,Verb,sat,121,0.86,76,126,sit_Verb,sit,sit_Verb_sat
significant,Adj,significant,121,0.91,,,significant_Adj,significant,significant_Adj_significant
prime,Adj,prime,121,0.8,,,prime_Adj,prime,prime_Adj_prime
issue,NoC,issues,121,0.93,80,125,issue_NoC,issue,issue_NoC_issues
12,Num,12,121,0.9,,,12_Num,12,12_Num_12
income,NoC,income,120,0.89,,,income_NoC,income,income_NoC_income
cost,NoC,costs,120,0.91,65,126,cost_NoC,cost,cost_NoC_costs
top,NoC,top,120,0.95,196,112,top_NoC,top,top_NoC_top
away from,Prep,away from,120,0.94,,,away from_Prep,away from,away from_Prep_away from
choice,NoC,choice,120,0.95,,,choice_NoC,choice,choice_NoC_choice
design,NoC,design,119,0.91,,,design_NoC,design,design_NoC_design
a bit,Adv,a bit,119,0.87,496,75,a bit_Adv,a bit,a bit_Adv_a bit
July,NoP,July,119,0.81,,,July_NoP,July,July_NoP_July
scheme,NoC,scheme,119,0.92,78,124,scheme_NoC,scheme,scheme_NoC_scheme
pressure,NoC,pressure,119,0.94,,,pressure_NoC,pressure,pressure_NoC_pressure
change,Verb,change,119,0.97,160,114,change_Verb,change,change_Verb_change
continue,Verb,continue,118,0.95,66,124,continue_Verb,continue,continue_Verb_continue
list,NoC,list,118,0.95,,,list_NoC,list,list_NoC_list
suddenly,Adv,suddenly,118,0.88,,,suddenly_Adv,suddenly,suddenly_Adv_suddenly
technology,NoC,technology,118,0.85,,,technology_NoC,technology,technology_NoC_technology
take,Verb,takes,118,0.96,126,117,take_Verb,take,take_Verb_takes
one,NoC,one,118,0.93,318,94,one_NoC,one,one_NoC_one
hall,NoC,hall,118,0.93,,,hall_NoC,hall,hall_NoC_hall
happy,Adj,happy,117,0.95,176,110,happy_Adj,happy,happy_Adj_happy
win,Verb,won,117,0.9,66,123,win_Verb,win,win_Verb_won
detail,NoC,details,117,0.93,44,126,detail_NoC,detail,detail_NoC_details
consider,Verb,consider,117,0.93,65,123,consider_Verb,consider,consider_Verb_consider
spend,Verb,spent,116,0.97,76,120,spend_Verb,spend,spend_Verb_spent
defence,NoC,defence,116,0.87,,,defence_NoC,defence,defence_NoC_defence
part,NoC,parts,116,0.95,63,122,part_NoC,part,part_NoC_parts
generally,Adv,generally,116,0.93,,,generally_Adv,generally,generally_Adv_generally
throughout,Prep,throughout,116,0.95,,,throughout_Prep,throughout,throughout_Prep_throughout
teacher,NoC,teachers,116,0.88,67,121,teacher_NoC,teacher,teacher_NoC_teachers
industrial,Adj,industrial,116,0.91,,,industrial_Adj,industrial,industrial_Adj_industrial
loss,NoC,loss,116,0.93,31,126,loss_NoC,loss,loss_NoC_loss
follow,Verb,following,116,0.93,32,126,follow_Verb,follow,follow_Verb_following
chairman,NoC,chairman,116,0.89,,,chairman_NoC,chairman,chairman_NoC_chairman
activity,NoC,activities,116,0.93,29,126,activity_NoC,activity,activity_NoC_activities
outside,Prep,outside,116,0.97,,,outside_Prep,outside,outside_Prep_outside
floor,NoC,floor,115,0.92,,,floor_NoC,floor,floor_NoC_floor
allow,Verb,allow,115,0.96,53,122,allow_Verb,allow,allow_Verb_allow
nearly,Adv,nearly,115,0.97,,,nearly_Adv,nearly,nearly_Adv_nearly
association,NoC,association,115,0.93,,,association_NoC,association,association_NoC_association
rate,NoC,rates,115,0.9,48,122,rate_NoC,rate,rate_NoC_rates
activity,NoC,activity,115,0.9,35,124,activity_NoC,activity,activity_NoC_activity
hope,Verb,hope,115,0.93,206,104,hope_Verb,hope,hope_Verb_hope
United,NoP,United,115,0.88,,,United_NoP,United,United_NoP_United
point,NoC,points,115,0.94,110,116,point_NoC,point,point_NoC_points
round,Prep,round,115,0.91,245,100,round_Prep,round,round_Prep_round
open,Verb,opened,115,0.93,45,124,open_Verb,open,open_Verb_opened
sun,NoC,sun,115,0.85,,,sun_NoC,sun,sun_NoC_sun
sorry,Adj,sorry,114,0.86,431,78,sorry_Adj,sorry,sorry_Adj_sorry
report,Verb,reported,114,0.85,22,124,report_Verb,report,report_Verb_reported
wall,NoC,wall,114,0.93,79,118,wall_NoC,wall,wall_NoC_wall
hotel,NoC,hotel,114,0.87,,,hotel_NoC,hotel,hotel_NoC_hotel
Paul,NoP,Paul,114,0.91,,,Paul_NoP,Paul,Paul_NoP_Paul
contract,NoC,contract,114,0.82,64,120,contract_NoC,contract,contract_NoC_contract
30,Num,30,114,0.89,,,30_Num,30,30_Num_30
army,NoC,army,114,0.9,,,army_NoC,army,army_NoC_army
force,NoC,forces,114,0.84,26,124,force_NoC,force,force_NoC_forces
dead,Adj,dead,114,0.92,,,dead_Adj,dead,dead_Adj_dead
stay,Verb,stay,114,0.93,146,110,stay_Verb,stay,stay_Verb_stay
specific,Adj,specific,113,0.92,,,specific_Adj,specific,specific_Adj_specific
as well,Adv,as well,113,0.87,516,67,as well_Adv,as well,as well_Adv_as well
wide,Adj,wide,113,0.96,48,120,wide_Adj,wide,wide_Adj_wide
county,NoC,county,113,0.86,258,96,county_NoC,county,county_NoC_county
hour,NoC,hour,113,0.94,194,104,hour_NoC,hour,hour_NoC_hour
number,NoC,numbers,113,0.94,107,114,number_NoC,number,number_NoC_numbers
summer,NoC,summer,113,0.96,,,summer_NoC,summer,summer_NoC_summer
appropriate,Adj,appropriate,113,0.92,,,appropriate_Adj,appropriate,appropriate_Adj_appropriate
difference,NoC,difference,113,0.95,136,111,difference_NoC,difference,difference_NoC_difference
top,Adj,top,112,0.93,,,top_Adj,top,top_Adj_top
figure,NoC,figures,112,0.94,106,112,figure_NoC,figure,figure_NoC_figures
chairman,NoC,Chairman,112,0.89,,,chairman_NoC,chairman,chairman_NoC_Chairman
husband,NoC,husband,112,0.93,,,husband_NoC,husband,husband_NoC_husband
play,Verb,played,112,0.94,68,117,play_Verb,play,play_Verb_played
mean,Verb,meant,112,0.96,96,114,mean_Verb,mean,mean_Verb_meant
set,NoC,set,112,0.95,,,set_NoC,set,set_NoC_set
relation,NoC,relations,112,0.87,,,relation_NoC,relation,relation_NoC_relations
DR,NoC,dr,112,0.85,,,DR_NoC,DR,DR_NoC_dr
George,NoP,George,111,0.93,,,George_NoP,George,George_NoP_George
product,NoC,product,111,0.89,58,117,product_NoC,product,product_NoC_product
colour,NoC,colour,111,0.93,,,colour_NoC,colour,colour_NoC_colour
low,Adj,lower,111,0.93,42,119,low_Adj,low,low_Adj_lower
ST,NoP,St,111,0.92,,,ST_NoP,ST,ST_NoP_St
idea,NoC,ideas,111,0.93,70,116,idea_NoC,idea,idea_NoC_ideas
produce,Verb,produce,110,0.94,60,115,produce_Verb,produce,produce_Verb_produce
obviously,Adv,obviously,110,0.93,296,89,obviously_Adv,obviously,obviously_Adv_obviously
arm,NoC,arms,110,0.91,27,120,arm_NoC,arm,arm_NoC_arms
look,NoC,look,110,0.91,227,97,look_NoC,look,look_NoC_look
unless,Conj,unless,110,0.95,,,unless_Conj,unless,unless_Conj_unless
soviet,Adj,soviet,109,0.77,,,soviet_Adj,soviet,soviet_Adj_soviet
appear,Verb,appear,109,0.95,31,118,appear_Verb,appear,appear_Verb_appear
develop,Verb,developed,109,0.92,26,119,develop_Verb,develop,develop_Verb_developed
unit,NoC,unit,109,0.93,48,116,unit_NoC,unit,unit_NoC_unit
village,NoC,village,109,0.92,,,village_NoC,village,village_NoC_village
basic,Adj,basic,109,0.93,,,basic_Adj,basic,basic_Adj_basic
season,NoC,season,109,0.87,,,season_NoC,season,season_NoC_season
write,Verb,write,109,0.95,206,97,write_Verb,write,write_Verb_write
change,Verb,changed,109,0.97,120,108,change_Verb,change,change_Verb_changed
test,NoC,test,109,0.91,62,114,test_NoC,test,test_NoC_test
investment,NoC,investment,109,0.9,,,investment_NoC,investment,investment_NoC_investment
15,Num,15,109,0.9,,,15_Num,15,15_Num_15
garden,NoC,garden,108,0.93,,,garden_NoC,garden,garden_NoC_garden
original,Adj,original,108,0.94,,,original_Adj,original,original_Adj_original
reason,NoC,reasons,108,0.94,74,112,reason_NoC,reason,reason_NoC_reasons
aware,Adj,aware,108,0.93,,,aware_Adj,aware,aware_Adj_aware
military,Adj,military,108,0.84,,,military_Adj,military,military_Adj_military
successful,Adj,successful,108,0.95,,,successful_Adj,successful,successful_Adj_successful
effect,NoC,effects,108,0.92,33,116,effect_NoC,effect,effect_NoC_effects
each other,Pron,each other,108,0.95,,,each other_Pron,each other,each other_Pron_each other
employment,NoC,employment,107,0.9,,,employment_NoC,employment,employment_NoC_employment
help,NoC,help,107,0.96,,,help_NoC,help,help_NoC_help
pass,Verb,passed,107,0.95,50,113,pass_Verb,pass,pass_Verb_passed
style,NoC,style,107,0.93,,,style_NoC,style,style_NoC_style
exactly,Adv,exactly,107,0.95,201,96,exactly_Adv,exactly,exactly_Adv_exactly
show,Verb,showed,107,0.94,36,115,show_Verb,show,show_Verb_showed
DE,NoP,de,107,0.9,,,DE_NoP,DE,DE_NoP_de
suppose,Verb,suppose,107,0.9,275,88,suppose_Verb,suppose,suppose_Verb_suppose
DE,NoP,DE,107,0.9,,,DE_NoP,DE,DE_NoP_DE
yourself,Pron,yourself,107,0.92,182,99,yourself_Pron,yourself,yourself_Pron_yourself
7,Num,7,107,0.91,,,7_Num,7,7_Num_7
appear,Verb,appeared,107,0.95,16,117,appear_Verb,appear,appear_Verb_appeared
hold,Verb,hold,106,0.97,110,106,hold_Verb,hold,hold_Verb_hold
offer,Verb,offered,106,0.96,52,112,offer_Verb,offer,offer_Verb_offered
October,NoP,October,106,0.89,,,October_NoP,October,October_NoP_October
page,NoC,page,106,0.91,137,103,page_NoC,page,page_NoC_page
suggest,Verb,suggested,106,0.96,42,114,suggest_Verb,suggest,suggest_Verb_suggested
New,NoP,New,106,0.91,,,New_NoP,New,New_NoP_New
continue,Verb,continued,106,0.94,10,117,continue_Verb,continue,continue_Verb_continued
product,NoC,products,106,0.89,39,114,product_NoC,product,product_NoC_products
science,NoC,science,106,0.86,,,science_NoC,science,science_NoC_science
expect,Verb,expect,106,0.97,119,104,expect_Verb,expect,expect_Verb_expect
Germany,NoP,Germany,106,0.89,,,Germany_NoP,Germany,Germany_NoP_Germany
window,NoC,window,106,0.91,91,107,window_NoC,window,window_NoC_window
popular,Adj,popular,106,0.93,,,popular_Adj,popular,popular_Adj_popular
professional,Adj,professional,105,0.93,,,professional_Adj,professional,professional_Adj_professional
maybe,Adv,maybe,105,0.9,301,82,maybe_Adv,maybe,maybe_Adv_maybe
resource,NoC,resources,105,0.92,,,resource_NoC,resource,resource_NoC_resources
rule,NoC,rules,105,0.91,43,112,rule_NoC,rule,rule_NoC_rules
okay,Adv,okay,105,0.68,950,7,okay_Adv,okay,okay_Adv_okay
doctor,NoC,doctor,105,0.9,,,doctor_NoC,doctor,doctor_NoC_doctor
event,NoC,events,105,0.94,23,114,event_NoC,event,event_NoC_events
announce,Verb,announced,105,0.8,,,announce_Verb,announce,announce_Verb_announced
need,NoC,needs,105,0.92,71,109,need_NoC,need,need_NoC_needs
hon,Adj,hon.,105,0.17,,,hon_Adj,hon,hon_Adj_hon.
beyond,Prep,beyond,105,0.96,,,beyond_Prep,beyond,beyond_Prep_beyond
economy,NoC,economy,105,0.89,,,economy_NoC,economy,economy_NoC_economy
picture,NoC,picture,105,0.95,91,107,picture_NoC,picture,picture_NoC_picture
give,Verb,gives,104,0.95,97,105,give_Verb,give,give_Verb_gives
run,Verb,running,104,0.95,113,103,run_Verb,run,run_Verb_running
sales,NoC,sales,104,0.89,,,sales_NoC,sales,sales_NoC_sales
risk,NoC,risk,104,0.9,,,risk_NoC,risk,risk_NoC_risk
circumstance,NoC,circumstances,104,0.92,,,circumstance_NoC,circumstance,circumstance_NoC_circumstances
thousand,NoC,thousand,104,0.82,516,56,thousand_NoC,thousand,thousand_NoC_thousand
dark,Adj,dark,104,0.89,,,dark_Adj,dark,dark_Adj_dark
a little,Adv,a little,104,0.92,,,a little_Adv,a little,a little_Adv_a little
advice,NoC,advice,104,0.93,,,advice_NoC,advice,advice_NoC_advice
direct,Adj,direct,104,0.94,,,direct_Adj,direct,direct_Adj_direct
interest,NoC,interests,104,0.92,29,113,interest_NoC,interest,interest_NoC_interests
event,NoC,event,104,0.93,30,112,event_NoC,event,event_NoC_event
September,NoP,September,104,0.9,,,September_NoP,September,September_NoP_September
wish,Verb,wish,103,0.95,113,101,wish_Verb,wish,wish_Verb_wish
1988,Num,1988,103,0.83,,,1988_Num,1988,1988_Num_1988
ensure,Verb,ensure,103,0.92,,,ensure_Verb,ensure,ensure_Verb_ensure
America,NoP,America,103,0.9,,,America_NoP,America,America_NoP_America
involve,Verb,involved,103,0.95,60,109,involve_Verb,involve,involve_Verb_involved
return,Verb,returned,103,0.94,12,114,return_Verb,return,return_Verb_returned
opportunity,NoC,opportunity,103,0.95,75,106,opportunity_NoC,opportunity,opportunity_NoC_opportunity
write,Verb,written,103,0.96,94,105,write_Verb,write,write_Verb_written
fish,NoC,fish,103,0.84,,,fish_NoC,fish,fish_NoC_fish
park,NoC,park,103,0.89,,,park_NoC,park,park_NoC_park
commission,NoC,commission,102,0.9,,,commission_NoC,commission,commission_NoC_commission
shop,NoC,shop,102,0.93,188,92,shop_NoC,shop,shop_NoC_shop
JANUARY,NoP,JANUARY,102,0.9,,,JANUARY_NoP,JANUARY,JANUARY_NoP_JANUARY
line,NoC,lines,102,0.96,56,107,line_NoC,line,line_NoC_lines
1992,Num,1992,102,0.86,,,1992_Num,1992,1992_Num_1992
worth,Prep,worth,102,0.96,,,worth_Prep,worth,worth_Prep_worth
college,NoC,college,102,0.89,,,college_NoC,college,college_NoC_college
in terms of,Prep,in terms of,102,0.92,,,in terms of_Prep,in terms of,in terms of_Prep_in terms of
immediately,Adv,immediately,102,0.97,,,immediately_Adv,immediately,immediately_Adv_immediately
oil,NoC,oil,102,0.9,,,oil_NoC,oil,oil_NoC_oil
ready,Adj,ready,102,0.95,,,ready_Adj,ready,ready_Adj_ready
press,NoC,press,102,0.93,,,press_NoC,press,press_NoC_press
look,Verb,looks,102,0.93,226,87,look_Verb,look,look_Verb_looks
sound,NoC,sound,102,0.92,,,sound_NoC,sound,sound_NoC_sound
James,NoP,James,102,0.93,,,James_NoP,James,James_NoP_James
conference,NoC,conference,101,0.88,,,conference_NoC,conference,conference_NoC_conference
price,NoC,prices,101,0.91,57,106,price_NoC,price,price_NoC_prices
useful,Adj,useful,101,0.94,,,useful_Adj,useful,useful_Adj_useful
film,NoC,film,101,0.92,,,film_NoC,film,film_NoC_film
carry,Verb,carry,101,0.97,116,99,carry_Verb,carry,carry_Verb_carry
goods,NoC,goods,101,0.84,,,goods_NoC,goods,goods_NoC_goods
fall,Verb,fell,101,0.94,42,108,fall_Verb,fall,fall_Verb_fell
less,DetP,less,101,0.96,,,less_DetP,less,less_DetP_less
play,Verb,playing,101,0.93,108,100,play_Verb,play,play_Verb_playing
blood,NoC,blood,101,0.93,,,blood_NoC,blood,blood_NoC_blood
design,Verb,designed,100,0.94,,,design_Verb,design,design_Verb_designed
television,NoC,television,100,0.93,,,television_NoC,television,television_NoC_television
application,NoC,application,100,0.88,59,105,application_NoC,application,application_NoC_application
station,NoC,station,100,0.93,,,station_NoC,station,station_NoC_station
extent,NoC,extent,100,0.92,,,extent_NoC,extent,extent_NoC_extent
majority,NoC,majority,100,0.92,,,majority_NoC,majority,majority_NoC_majority
Richard,NoP,Richard,100,0.91,,,Richard_NoP,Richard,Richard_NoP_Richard
degree,NoC,degree,100,0.91,,,degree_NoC,degree,degree_NoC_degree
operation,NoC,operation,100,0.93,50,106,operation_NoC,operation,operation_NoC_operation
follow,Verb,follows,100,0.7,16,110,follow_Verb,follow,follow_Verb_follows
response,NoC,response,100,0.94,,,response_NoC,response,response_NoC_response
access,NoC,access,100,0.92,,,access_NoC,access,access_NoC_access
show,Verb,shows,99,0.93,40,105,show_Verb,show,show_Verb_shows
region,NoC,region,99,0.91,,,region_NoC,region,region_NoC_region
establish,Verb,established,99,0.93,20,108,establish_Verb,establish,establish_Verb_established
effective,Adj,effective,99,0.93,,,effective_Adj,effective,effective_Adj_effective
though,Adv,though,99,0.86,410,63,though_Adv,though,though_Adv_though
offer,Verb,offer,99,0.95,42,105,offer_Verb,offer,offer_Verb_offer
green,Adj,green,99,0.95,,,green_Adj,green,green_Adj_green
cold,Adj,cold,99,0.92,,,cold_Adj,cold,cold_Adj_cold
traditional,Adj,traditional,99,0.93,,,traditional_Adj,traditional,traditional_Adj_traditional
western,Adj,western,99,0.92,,,western_Adj,western,western_Adj_western
write,Verb,wrote,99,0.9,61,103,write_Verb,write,write_Verb_wrote
ah,Int,ah,99,0.71,712,28,ah_Int,ah,ah_Int_ah
York,NoP,York,99,0.88,,,York_NoP,York,York_NoP_York
easily,Adv,easily,99,0.96,,,easily_Adv,easily,easily_Adv_easily
mile,NoC,miles,98,0.93,,,mile_NoC,mile,mile_NoC_miles
scottish,Adj,scottish,98,0.82,,,scottish_Adj,scottish,scottish_Adj_scottish
statement,NoC,statement,98,0.9,,,statement_NoC,statement,statement_NoC_statement
election,NoC,election,98,0.83,40,104,election_NoC,election,election_NoC_election
independent,Adj,independent,98,0.92,,,independent_Adj,independent,independent_Adj_independent
german,Adj,german,98,0.9,,,german_Adj,german,german_Adj_german
form,NoC,forms,98,0.91,40,105,form_NoC,form,form_NoC_forms
publish,Verb,published,98,0.92,,,publish_Verb,publish,publish_Verb_published
accept,Verb,accept,98,0.94,94,99,accept_Verb,accept,accept_Verb_accept
down,Prep,down,98,0.92,170,90,down_Prep,down,down_Prep_down
support,Verb,support,97,0.92,93,98,support_Verb,support,support_Verb_support
lady,NoC,Lady,97,0.9,,,lady_NoC,lady,lady_NoC_Lady
parliament,NoC,parliament,97,0.89,,,parliament_NoC,parliament,parliament_NoC_parliament
8,Num,8,97,0.91,,,8_Num,8,8_Num_8
earth,NoC,earth,97,0.93,,,earth_NoC,earth,earth_NoC_earth
need,Verb,needs,97,0.96,104,96,need_Verb,need,need_Verb_needs
importance,NoC,importance,97,0.93,,,importance_NoC,importance,importance_NoC_importance
site,NoC,site,97,0.92,,,site_NoC,site,site_NoC_site
plan,NoC,plans,97,0.93,49,102,plan_NoC,plan,plan_NoC_plans
title,NoC,title,97,0.79,,,title_NoC,title,title_NoC_title
earlier,Adv,earlier,97,0.96,,,earlier_Adv,earlier,earlier_Adv_earlier
job,NoC,jobs,97,0.91,114,95,job_NoC,job,job_NoC_jobs
cause,Verb,caused,96,0.95,29,103,cause_Verb,cause,cause_Verb_caused
house,NoC,houses,96,0.95,97,96,house_NoC,house,house_NoC_houses
girl,NoC,girls,96,0.93,97,96,girl_NoC,girl,girl_NoC_girls
means,NoC,means,96,0.94,,,means_NoC,means,means_NoC_means
concern,NoC,concern,96,0.95,,,concern_NoC,concern,concern_NoC_concern
standard,NoC,standards,96,0.92,36,103,standard_NoC,standard,standard_NoC_standards
Ireland,NoP,Ireland,96,0.86,,,Ireland_NoP,Ireland,Ireland_NoP_Ireland
increase,NoC,increase,96,0.91,,,increase_NoC,increase,increase_NoC_increase
leave,Verb,leaving,96,0.96,44,102,leave_Verb,leave,leave_Verb_leaving
involved,Adj,involved,96,0.95,,,involved_Adj,involved,involved_Adj_involved
considerable,Adj,considerable,96,0.93,,,considerable_Adj,considerable,considerable_Adj_considerable
species,NoC,species,96,0.84,,,species_NoC,species,species_NoC_species
stop,Verb,stopped,96,0.9,70,99,stop_Verb,stop,stop_Verb_stopped
planning,NoC,planning,96,0.9,,,planning_NoC,planning,planning_NoC_planning
public,NoC,public,96,0.94,,,public_NoC,public,public_NoC_public
interesting,Adj,interesting,96,0.95,,,interesting_Adj,interesting,interesting_Adj_interesting
physical,Adj,physical,95,0.93,,,physical_Adj,physical,physical_Adj_physical
raise,Verb,raised,95,0.96,42,102,raise_Verb,raise,raise_Verb_raised
eye,NoC,eye,95,0.95,53,100,eye_NoC,eye,eye_NoC_eye
through,Adv,through,95,0.95,,,through_Adv,through,through_Adv_through
glass,NoC,glass,95,0.91,,,glass_NoC,glass,glass_NoC_glass
thought,NoC,thought,95,0.93,,,thought_NoC,thought,thought_NoC_thought
left,Adj,left,95,0.94,,,left_Adj,left,left_Adj_left
Michael,NoP,Michael,95,0.91,,,Michael_NoP,Michael,Michael_NoP_Michael
December,NoP,December,94,0.89,,,December_NoP,December,December_NoP_December
walk,Verb,walked,94,0.87,55,99,walk_Verb,walk,walk_Verb_walked
daughter,NoC,daughter,94,0.87,,,daughter_NoC,daughter,daughter_NoC_daughter
River,NoC,River,94,0.93,,,River_NoC,River,River_NoC_River
November,NoP,November,94,0.9,,,November_NoP,November,November_NoP_November
heavy,Adj,heavy,94,0.96,,,heavy_Adj,heavy,heavy_Adj_heavy
speak,Verb,speak,94,0.94,128,90,speak_Verb,speak,speak_Verb_speak
follow,Verb,follow,94,0.97,58,98,follow_Verb,follow,follow_Verb_follow
