  1314	    92	  47.35557	 -68.29651	Maine, NE Tip
    62	    37	  48.99464	-123.32153	Washington, NW Indented Tip
   479	   331	  39.74943	-104.99634	Denver
  1345	   758	  -1.00000	  -1.00000	BR
   203	   536	  32.52366	-117.13623	US, SW Tip
   651	   710	  25.84192	 -97.39655	Texas, Southern Tip
   874	   267	  41.86956	 -87.62695	Chicago
  1023	   727	  25.11296	 -81.08734	Florida, Southern Gulf Tip
