

GCT-PH1: Population, Housing Units, Area, and Density:  2000
Data Set: Census 2000 Summary File 1 (SF 1) 100-Percent Data
Geographic Area: United States -- County by State, and for Puerto Rico
"NOTE:  For information on confidentiality protection, nonsampling error, definitions, and count corrections see http://factfinder.census.gov/home/en/datanotes/expsf1u.htm.
 
"
"Geographic area","
Population","
Housing
 units","
Area in square miles",,,"
Density per square
mile of land area",
,,,"
Total
area","
Water
area","
Land
area","
Population","
Housing
 units"
" "," "," "," "," "," "," "," "
"Owyhee County","10,644","4,452","7,696.71","18.72","7,677.98","1.4","0.6"
"Payette County","20,578","7,949","410.19","2.67","407.52","50.5","19.5"
"Power County","7,538","2,844","1,442.60","37.03","1,405.57","5.4","2.0"
"Shoshone County","13,771","7,057","2,635.50","1.59","2,633.91","5.2","2.7"
"Teton County","5,999","2,632","450.57","0.21","450.36","13.3","5.8"
"Twin Falls County","64,284","25,595","1,928.47","3.44","1,925.03","33.4","13.3"
"Valley County","7,651","8,084","3,733.66","55.84","3,677.82","2.1","2.2"
"Washington County","9,977","4,138","1,473.54","17.23","1,456.32","6.9","2.8"
" "," "," "," "," "," "," "," "
"Illinois","12,419,293","4,885,615","57,914.38","2,330.79","55,583.58","223.4","87.9"
"Adams County","68,277","29,386","871.28","14.64","856.63","79.7","34.3"
"Alexander County","9,590","4,591","252.54","16.16","236.38","40.6","19.4"
"Bond County","17,633","6,690","382.67","2.46","380.20","46.4","17.6"
"Boone County","41,786","15,414","281.94","0.68","281.27","148.6","54.8"
"Brown County","6,950","2,456","307.24","1.59","305.65","22.7","8.0"
"Bureau County","35,503","15,331","873.30","4.74","868.56","40.9","17.7"
"Calhoun County","5,084","2,681","283.69","29.87","253.82","20.0","10.6"
"Carroll County","16,674","7,945","465.77","21.56","444.21","37.5","17.9"
"Cass County","13,695","5,784","383.73","7.83","375.90","36.4","15.4"
"Champaign County","179,669","75,280","997.53","0.73","996.81","180.2","75.5"
"Christian County","35,372","14,992","715.71","6.65","709.06","49.9","21.1"
"Clark County","17,008","7,816","504.88","3.38","501.50","33.9","15.6"
"Clay County","14,560","6,394","469.84","0.59","469.25","31.0","13.6"
"Clinton County","35,535","13,805","503.48","29.25","474.23","74.9","29.1"
"Coles County","53,196","22,768","510.07","1.78","508.29","104.7","44.8"
"Cook County","5,376,741","2,096,121","1,635.04","689.36","945.68","5,685.6","2,216.5"
"Crawford County","20,452","8,785","445.74","2.20","443.53","46.1","19.8"
"Cumberland County","11,253","4,876","347.00","0.98","346.02","32.5","14.1"
"DeKalb County","88,969","32,988","634.97","0.81","634.16","140.3","52.0"
"De Witt County","16,798","7,282","405.15","7.58","397.58","42.3","18.3"
"Douglas County","19,922","8,005","417.42","0.56","416.86","47.8","19.2"
"DuPage County","904,161","335,621","336.55","2.95","333.61","2,710.3","1,006.0"
"Edgar County","19,704","8,611","624.18","0.63","623.55","31.6","13.8"
"Edwards County","6,971","3,199","222.66","0.31","222.35","31.4","14.4"
"Effingham County","34,264","13,959","479.90","1.20","478.70","71.6","29.2"
"Fayette County","21,802","9,053","725.36","8.87","716.49","30.4","12.6"
"Ford County","14,241","6,060","486.42","0.52","485.90","29.3","12.5"
"Franklin County","39,018","18,105","431.40","19.32","412.08","94.7","43.9"
"Fulton County","38,250","16,240","882.59","16.97","865.62","44.2","18.8"
"Gallatin County","6,445","3,071","328.41","4.68","323.73","19.9","9.5"
"Greene County","14,761","6,332","546.34","3.25","543.09","27.2","11.7"
"Grundy County","37,535","15,040","430.42","10.52","419.90","89.4","35.8"
"Hamilton County","8,621","3,983","435.84","0.67","435.16","19.8","9.2"
"Hancock County","20,121","8,909","814.54","19.92","794.62","25.3","11.2"
"Hardin County","4,800","2,494","181.53","3.20","178.33","26.9","14.0"
"Henderson County","8,213","4,126","395.12","16.31","378.81","21.7","10.9"
"Henry County","51,020","21,270","825.60","2.38","823.21","62.0","25.8"
"Iroquois County","31,334","13,362","1,118.03","1.60","1,116.43","28.1","12.0"
"Jackson County","59,612","26,844","602.53","14.40","588.12","101.4","45.6"
"Jasper County","10,117","4,294","498.02","3.62","494.40","20.5","8.7"
"Jefferson County","40,045","16,990","583.71","12.76","570.96","70.1","29.8"
"Jersey County","21,668","8,918","377.02","7.86","369.16","58.7","24.2"
"Jo Daviess County","22,289","12,003","618.72","17.64","601.08","37.1","20.0"
"Johnson County","12,878","5,046","348.88","4.25","344.63","37.4","14.6"
"Kane County","404,119","138,998","524.08","3.64","520.44","776.5","267.1"
"Kankakee County","103,833","40,610","681.44","4.70","676.75","153.4","60.0"
"Kendall County","54,544","19,519","322.67","2.09","320.58","170.1","60.9"
"Knox County","55,836","23,717","719.70","3.42","716.28","78.0","33.1"
"Lake County","644,356","225,919","1,367.95","920.39","447.56","1,439.7","504.8"
"La Salle County","111,509","46,438","1,148.04","13.12","1,134.92","98.3","40.9"
"Lawrence County","15,452","7,014","373.94","1.96","371.98","41.5","18.9"
"Lee County","36,062","14,310","729.29","3.92","725.36","49.7","19.7"
"Livingston County","39,678","15,297","1,045.43","1.67","1,043.76","38.0","14.7"
"Logan County","31,183","11,872","619.01","0.87","618.14","50.4","19.2"
"McDonough County","32,913","13,289","590.02","0.75","589.27","55.9","22.6"
"McHenry County","260,077","92,908","611.13","7.62","603.51","430.9","153.9"
"McLean County","150,433","59,972","1,186.29","2.76","1,183.53","127.1","50.7"
"Macon County","114,706","50,241","585.38","4.86","580.52","197.6","86.5"
"Macoupin County","49,019","21,097","867.61","4.04","863.57","56.8","24.4"
"Madison County","258,941","108,942","740.35","15.33","725.02","357.2","150.3"
"Marion County","41,691","18,022","575.71","3.44","572.26","72.9","31.5"
"Marshall County","13,180","5,914","398.52","12.45","386.06","34.1","15.3"
"Mason County","16,038","7,033","563.37","24.43","538.94","29.8","13.0"
"Massac County","15,161","6,951","242.12","3.06","239.05","63.4","29.1"
"Menard County","12,486","5,285","315.37","1.13","314.25","39.7","16.8"
"Mercer County","16,957","7,109","568.88","7.86","561.02","30.2","12.7"
"Monroe County","27,619","10,749","397.71","9.42","388.29","71.1","27.7"
"Montgomery County","30,652","12,525","709.75","5.96","703.80","43.6","17.8"
"Morgan County","36,616","15,291","572.26","3.51","568.76","64.4","26.9"
"Moultrie County","14,287","5,743","344.47","8.87","335.60","42.6","17.1"
"Ogle County","51,032","20,420","763.27","4.43","758.83","67.3","26.9"
"Peoria County","183,433","78,204","630.89","11.36","619.52","296.1","126.2"
"Perry County","23,094","9,457","446.81","5.85","440.96","52.4","21.4"
"Piatt County","16,365","6,798","440.33","0.31","440.02","37.2","15.4"
"Pike County","17,384","8,011","848.87","18.57","830.30","20.9","9.6"
"Pope County","4,413","2,351","374.64","3.77","370.86","11.9","6.3"
"Pulaski County","7,348","3,353","203.33","2.55","200.79","36.6","16.7"
"Putnam County","6,086","2,888","172.24","12.45","159.80","38.1","18.1"
"Randolph County","33,893","13,328","597.26","18.84","578.42","58.6","23.0"
"Richland County","16,149","7,468","362.01","1.87","360.14","44.8","20.7"
"Rock Island County","149,374","64,489","451.16","24.40","426.75","350.0","151.1"
"St. Clair County","256,082","104,446","673.95","10.15","663.81","385.8","157.3"
"Saline County","26,733","12,360","386.98","3.67","383.31","69.7","32.2"
"Sangamon County","188,951","85,459","877.01","8.82","868.18","217.6","98.4"
"Schuyler County","7,189","3,304","441.39","4.07","437.31","16.4","7.6"
"Scott County","5,537","2,464","252.77","1.85","250.92","22.1","9.8"
"Shelby County","22,893","10,060","768.05","9.54","758.51","30.2","13.3"
"Stark County","6,332","2,725","288.21","0.28","287.94","22.0","9.5"
"Stephenson County","48,979","21,713","564.72","0.54","564.18","86.8","38.5"
"Tazewell County","128,485","52,973","657.89","9.03","648.86","198.0","81.6"
"Union County","18,293","7,894","422.13","5.97","416.16","44.0","19.0"
"Vermilion County","83,919","36,349","902.14","3.06","899.08","93.3","40.4"
"Wabash County","12,937","5,758","227.76","4.29","223.47","57.9","25.8"
"Warren County","18,735","7,787","543.17","0.65","542.52","34.5","14.4"
"Washington County","15,148","6,385","564.12","1.51","562.61","26.9","11.3"
"Wayne County","17,151","7,950","715.56","1.66","713.90","24.0","11.1"
"White County","15,371","7,393","501.70","6.83","494.87","31.1","14.9"
"Whiteside County","60,653","25,025","697.01","12.24","684.77","88.6","36.5"
"Will County","502,266","175,524","849.39","12.45","836.94","600.1","209.7"
"Williamson County","61,296","27,703","444.38","20.96","423.41","144.8","65.4"
"Winnebago County","278,418","114,404","519.27","5.54","513.74","541.9","222.7"
"Woodford County","35,469","13,487","542.74","14.79","527.95","67.2","25.5"
" "," "," "," "," "," "," "," "
"Indiana","6,080,485","2,532,319","36,417.73","550.83","35,866.90","169.5","70.6"
"Adams County","33,625","12,404","339.93","0.57","339.36","99.1","36.6"
"Allen County","331,849","138,905","660.10","2.85","657.25","504.9","211.3"
"Bartholomew County","71,435","29,853","409.36","2.52","406.84","175.6","73.4"
"Benton County","9,421","3,818","406.40","0.09","406.31","23.2","9.4"
"Blackford County","14,048","6,155","165.40","0.31","165.10","85.1","37.3"
"Boone County","46,107","17,929","423.28","0.42","422.85","109.0","42.4"
"Brown County","14,957","7,163","316.62","4.36","312.26","47.9","22.9"
"Carroll County","20,165","8,675","375.05","2.80","372.26","54.2","23.3"
"Cass County","40,930","16,620","414.92","2.06","412.87","99.1","40.3"
"Clark County","96,472","41,176","376.20","1.16","375.04","257.2","109.8"
"Clay County","26,556","11,097","360.39","2.78","357.62","74.3","31.0"
"Clinton County","33,866","13,267","405.28","0.18","405.10","83.6","32.8"
"Crawford County","10,743","5,138","308.85","3.17","305.68","35.1","16.8"
"Daviess County","29,820","11,898","436.86","6.20","430.66","69.2","27.6"
"Dearborn County","46,109","17,791","307.05","1.84","305.21","151.1","58.3"
"Decatur County","24,555","9,992","373.42","0.81","372.60","65.9","26.8"
"DeKalb County","40,285","16,144","363.84","0.97","362.88","111.0","44.5"
"Delaware County","118,769","51,032","395.92","2.63","393.29","302.0","129.8"
"Dubois County","39,674","15,511","435.23","5.14","430.09","92.2","36.1"
"Elkhart County","182,791","69,791","467.85","4.03","463.81","394.1","150.5"
"Fayette County","25,588","10,981","215.12","0.16","214.96","119.0","51.1"
"Floyd County","70,823","29,087","148.31","0.31","148.00","478.5","196.5"
"Fountain County","17,954","7,692","397.92","2.23","395.69","45.4","19.4"
"Franklin County","22,151","8,596","391.34","5.33","386.00","57.4","22.3"
"Fulton County","20,511","9,123","371.37","2.87","368.51","55.7","24.8"
"Gibson County","32,500","14,125","499.05","10.27","488.78","66.5","28.9"
"Grant County","73,403","30,560","414.83","0.81","414.03","177.3","73.8"
"Greene County","33,157","15,053","545.91","4.18","541.73","61.2","27.8"
"Hamilton County","182,740","69,478","402.73","4.79","397.94","459.2","174.6"
"Hancock County","55,391","21,750","306.73","0.61","306.12","180.9","71.0"
"Harrison County","34,325","13,699","486.88","1.66","485.22","70.7","28.2"
"Hendricks County","104,093","39,229","408.88","0.48","408.39","254.9","96.1"
"Henry County","48,508","20,592","394.90","1.97","392.93","123.5","52.4"
"Howard County","84,964","37,604","293.93","0.86","293.07","289.9","128.3"
"Huntington County","38,075","15,269","387.94","5.35","382.59","99.5","39.9"
"Jackson County","41,335","17,137","513.75","4.44","509.31","81.2","33.6"
"Jasper County","30,043","11,236","561.22","1.36","559.87","53.7","20.1"
"Jay County","21,806","9,074","383.82","0.18","383.64","56.8","23.7"
"Jefferson County","31,705","13,386","362.94","1.58","361.37","87.7","37.0"
"Jennings County","27,554","11,469","378.35","1.13","377.22","73.0","30.4"
"Johnson County","115,209","45,095","321.56","1.36","320.19","359.8","140.8"
"Knox County","39,256","17,305","524.06","8.22","515.83","76.1","33.5"
"Kosciusko County","74,057","32,188","554.34","16.84","537.50","137.8","59.9"
"LaGrange County","34,909","12,938","386.72","7.15","379.56","92.0","34.1"
"Lake County","484,564","194,992","626.34","129.36","496.98","975.0","392.4"
"LaPorte County","110,106","45,621","613.04","14.80","598.24","184.1","76.3"
"Lawrence County","45,922","20,560","452.07","3.24","448.83","102.3","45.8"
"Madison County","133,358","56,939","452.91","0.78","452.13","295.0","125.9"
"Marion County","860,454","387,183","403.04","6.79","396.25","2,171.5","977.1"
"Marshall County","45,128","18,099","449.92","5.65","444.27","101.6","40.7"
"Martin County","10,369","4,729","340.53","4.39","336.14","30.8","14.1"
"Miami County","36,082","15,299","377.36","1.74","375.62","96.1","40.7"
"Monroe County","120,563","50,846","411.32","16.97","394.35","305.7","128.9"
"Montgomery County","37,629","15,678","505.34","0.83","504.51","74.6","31.1"
"Morgan County","66,689","25,908","409.39","2.92","406.47","164.1","63.7"
"Newton County","14,566","5,726","403.53","1.68","401.85","36.2","14.2"
"Noble County","46,275","18,233","417.61","6.50","411.11","112.6","44.4"
"Ohio County","5,623","2,424","87.47","0.75","86.72","64.8","28.0"
"Orange County","19,306","8,348","408.20","8.68","399.52","48.3","20.9"
"Owen County","21,786","9,853","387.83","2.65","385.18","56.6","25.6"
"Parke County","17,241","7,539","450.10","5.32","444.77","38.8","17.0"
"Perry County","18,899","8,223","386.34","4.95","381.39","49.6","21.6"
"Pike County","12,837","5,611","341.08","4.91","336.18","38.2","16.7"
"Porter County","146,798","57,616","521.61","103.50","418.11","351.1","137.8"
"Posey County","27,061","11,076","419.45","10.95","408.50","66.2","27.1"
"Pulaski County","13,755","5,918","434.57","0.89","433.68","31.7","13.6"
"Putnam County","36,019","13,505","482.58","2.27","480.31","75.0","28.1"
"Randolph County","27,401","11,775","453.23","0.39","452.83","60.5","26.0"
"Ripley County","26,523","10,482","447.91","1.55","446.36","59.4","23.5"
"Rush County","18,261","7,337","408.62","0.34","408.28","44.7","18.0"
"St. Joseph County","265,559","107,013","460.97","3.63","457.34","580.7","234.0"
"Scott County","22,960","9,737","192.73","2.34","190.39","120.6","51.1"
"Shelby County","43,445","17,633","413.11","0.47","412.64","105.3","42.7"
"Spencer County","20,391","8,333","401.23","2.55","398.69","51.1","20.9"
"Starke County","23,556","10,201","312.31","3.00","309.31","76.2","33.0"
"Steuben County","33,214","17,337","322.48","13.76","308.72","107.6","56.2"
"Sullivan County","21,751","8,804","454.04","6.85","447.20","48.6","19.7"
"Switzerland County","9,065","4,226","223.52","2.34","221.18","41.0","19.1"
"Tippecanoe County","148,955","58,343","503.07","3.28","499.79","298.0","116.7"
"Tipton County","16,577","6,848","260.41","0.02","260.39","63.7","26.3"
"Union County","7,349","3,077","165.25","3.70","161.55","45.5","19.0"
"Vanderburgh County","171,922","76,300","235.74","1.16","234.57","732.9","325.3"
"Vermillion County","16,788","7,405","259.94","3.05","256.89","65.4","28.8"
"Vigo County","105,848","45,203","410.47","7.17","403.29","262.5","112.1"
"Wabash County","34,960","14,034","421.07","7.90","413.17","84.6","34.0"
"Warren County","8,419","3,477","366.60","1.72","364.88","23.1","9.5"
"Warrick County","52,383","20,546","390.86","6.79","384.07","136.4","53.5"
"Washington County","27,223","11,191","516.53","2.12","514.42","52.9","21.8"
"Wayne County","71,097","30,468","404.34","0.78","403.57","176.2","75.5"
"Wells County","27,600","10,970","370.41","0.45","369.96","74.6","29.7"
"White County","25,267","12,083","508.80","3.56","505.24","50.0","23.9"
"Whitley County","30,707","12,545","337.90","2.38","335.52","91.5","37.4"
" "," "," "," "," "," "," "," "
"Iowa","2,926,324","1,232,511","56,271.55","402.20","55,869.36","52.4","22.1"
"Adair County","8,243","3,690","570.31","1.00","569.30","14.5","6.5"
"Adams County","4,482","2,109","425.41","1.87","423.54","10.6","5.0"
"Allamakee County","14,675","7,142","658.71","19.14","639.56","22.9","11.2"
"Appanoose County","13,721","6,697","516.35","20.10","496.25","27.6","13.5"
"Audubon County","6,830","2,995","443.58","0.44","443.13","15.4","6.8"
"Benton County","25,308","10,377","718.45","2.06","716.39","35.3","14.5"
"Black Hawk County","128,012","51,759","571.91","4.80","567.11","225.7","91.3"
"Boone County","26,224","10,968","573.51","2.05","571.46","45.9","19.2"
"Bremer County","23,325","9,337","439.60","1.70","437.90","53.3","21.3"
"Buchanan County","21,093","8,697","573.35","2.09","571.26","36.9","15.2"
"Buena Vista County","20,411","8,145","580.07","5.28","574.78","35.5","14.2"
"Butler County","15,305","6,578","581.56","1.18","580.38","26.4","11.3"
"Calhoun County","11,115","5,219","572.29","2.14","570.15","19.5","9.2"
"Carroll County","21,421","9,019","570.24","0.92","569.31","37.6","15.8"
"Cass County","14,684","6,590","565.01","0.68","564.33","26.0","11.7"
"Cedar County","18,187","7,570","581.96","2.44","579.52","31.4","13.1"
"Cerro Gordo County","46,447","21,488","575.12","6.80","568.33","81.7","37.8"
"Cherokee County","13,035","5,850","577.34","0.18","577.15","22.6","10.1"
"Chickasaw County","13,095","5,593","505.48","0.84","504.64","25.9","11.1"
"Clarke County","9,133","3,934","431.72","0.60","431.12","21.2","9.1"
"Clay County","17,372","7,828","572.51","3.63","568.89","30.5","13.8"
"Clayton County","18,678","8,619","792.81","14.00","778.81","24.0","11.1"
"Clinton County","50,149","21,585","710.19","15.21","694.98","72.2","31.1"
"Crawford County","16,942","6,958","714.99","0.63","714.36","23.7","9.7"
"Dallas County","40,750","16,529","591.73","5.26","586.47","69.5","28.2"
"Davis County","8,541","3,530","504.89","1.65","503.24","17.0","7.0"
"Decatur County","8,689","3,833","533.32","1.52","531.80","16.3","7.2"
"Delaware County","18,404","7,682","579.05","1.19","577.85","31.8","13.3"
"Des Moines County","42,351","18,643","429.80","13.65","416.15","101.8","44.8"
"Dickinson County","16,424","11,375","403.69","22.63","381.06","43.1","29.9"
"Dubuque County","89,143","35,505","616.56","8.41","608.16","146.6","58.4"
"Emmet County","11,027","4,889","402.38","6.63","395.74","27.9","12.4"
"Fayette County","22,008","9,505","731.45","0.52","730.92","30.1","13.0"
"Floyd County","16,900","7,317","501.31","0.74","500.56","33.8","14.6"
"Franklin County","10,704","4,763","583.01","0.57","582.44","18.4","8.2"
"Fremont County","8,010","3,514","516.76","5.68","511.08","15.7","6.9"
"Greene County","10,366","4,623","571.13","2.72","568.41","18.2","8.1"
"Grundy County","12,369","5,304","502.55","0.03","502.51","24.6","10.6"
"Guthrie County","11,353","5,467","593.06","2.46","590.60","19.2","9.3"
"Hamilton County","16,438","7,082","577.44","0.76","576.68","28.5","12.3"
"Hancock County","12,100","5,164","573.14","2.03","571.11","21.2","9.0"
"Hardin County","18,812","8,318","569.93","0.68","569.26","33.0","14.6"
"Harrison County","15,666","6,602","700.93","4.20","696.72","22.5","9.5"
"Henry County","20,336","8,246","436.68","2.24","434.44","46.8","19.0"
"Howard County","9,932","4,327","473.76","0.36","473.40","21.0","9.1"
"Humboldt County","10,381","4,645","435.73","1.31","434.41","23.9","10.7"
"Ida County","7,837","3,506","432.23","0.52","431.71","18.2","8.1"
"Iowa County","15,671","6,545","587.35","0.90","586.45","26.7","11.2"
"Jackson County","20,296","8,949","649.75","13.66","636.09","31.9","14.1"
"Jasper County","37,213","15,659","732.93","2.94","729.99","51.0","21.5"
"Jefferson County","16,181","7,241","436.72","1.38","435.34","37.2","16.6"
"Johnson County","111,006","45,831","623.35","8.87","614.48","180.7","74.6"
"Jones County","20,221","8,126","576.70","1.39","575.31","35.1","14.1"
"Keokuk County","11,400","5,013","579.94","0.75","579.19","19.7","8.7"
"Kossuth County","17,163","7,605","974.39","1.38","973.01","17.6","7.8"
"Lee County","38,052","16,612","538.77","21.37","517.39","73.5","32.1"
"Linn County","191,701","80,551","724.55","7.10","717.44","267.2","112.3"
"Louisa County","12,183","5,133","417.64","15.73","401.92","30.3","12.8"
"Lucas County","9,422","4,239","434.17","3.63","430.55","21.9","9.8"
"Lyon County","11,763","4,758","587.63","0.13","587.50","20.0","8.1"
"Madison County","14,019","5,661","562.30","1.16","561.14","25.0","10.1"
"Mahaska County","22,335","9,551","573.40","2.53","570.87","39.1","16.7"
"Marion County","32,052","12,755","570.53","16.32","554.21","57.8","23.0"
"Marshall County","39,311","16,324","573.02","0.70","572.32","68.7","28.5"
"Mills County","14,547","5,671","439.67","3.13","436.53","33.3","13.0"
"Mitchell County","10,874","4,594","469.40","0.47","468.92","23.2","9.8"
"Monona County","10,020","4,660","698.85","5.73","693.12","14.5","6.7"
"Monroe County","8,016","3,588","434.11","0.70","433.41","18.5","8.3"
"Montgomery County","11,771","5,399","424.81","0.93","423.88","27.8","12.7"
"Muscatine County","41,722","16,786","449.07","10.40","438.67","95.1","38.3"
"O'Brien County","15,102","6,509","573.25","0.17","573.08","26.4","11.4"
"Osceola County","7,003","3,012","399.48","0.71","398.77","17.6","7.6"
"Page County","16,976","7,302","535.35","0.52","534.82","31.7","13.7"
"Palo Alto County","10,147","4,631","569.40","5.57","563.83","18.0","8.2"
"Plymouth County","24,849","9,880","863.96","0.39","863.56","28.8","11.4"
"Pocahontas County","8,662","3,988","579.13","1.42","577.70","15.0","6.9"
"Polk County","374,601","156,447","591.90","22.55","569.35","657.9","274.8"
"Pottawattamie County","87,704","35,761","959.94","5.68","954.26","91.9","37.5"
"Poweshiek County","18,815","8,556","586.17","1.14","585.03","32.2","14.6"
"Ringgold County","5,469","2,789","538.92","1.26","537.67","10.2","5.2"
"Sac County","11,529","5,460","578.38","2.56","575.82","20.0","9.5"
"Scott County","158,668","65,649","468.17","10.24","457.93","346.5","143.4"
"Shelby County","13,173","5,459","591.37","0.54","590.83","22.3","9.2"
"Sioux County","31,589","11,260","768.58","0.70","767.88","41.1","14.7"
"Story County","79,981","30,630","573.70","0.84","572.86","139.6","53.5"
"Tama County","18,103","7,583","722.37","1.07","721.30","25.1","10.5"
"Taylor County","6,958","3,199","534.83","0.87","533.95","13.0","6.0"
"Union County","12,309","5,657","425.95","1.57","424.39","29.0","13.3"
"Van Buren County","7,809","3,581","490.55","5.73","484.82","16.1","7.4"
"Wapello County","36,051","15,873","435.98","4.17","431.81","83.5","36.8"
"Warren County","40,671","15,289","573.21","1.56","571.64","71.1","26.7"
"Washington County","20,670","8,543","570.77","2.06","568.71","36.3","15.0"
"Wayne County","6,730","3,357","527.08","1.48","525.60","12.8","6.4"
"Webster County","40,235","16,969","718.05","2.82","715.23","56.3","23.7"
"Winnebago County","11,723","5,065","401.57","1.10","400.47","29.3","12.6"
"Winneshiek County","21,310","8,208","689.88","0.27","689.61","30.9","11.9"
"Woodbury County","103,877","41,394","877.39","4.79","872.59","119.0","47.4"
"Worth County","7,909","3,534","401.71","1.71","400.00","19.8","8.8"
"Wright County","14,334","6,559","582.54","1.82","580.72","24.7","11.3"
" "," "," "," "," "," "," "," "
"Kansas","2,688,418","1,131,200","82,276.84","461.96","81,814.88","32.9","13.8"
"Allen County","14,385","6,449","505.18","2.18","503.01","28.6","12.8"
"Anderson County","8,110","3,596","584.29","1.38","582.92","13.9","6.2"
"Atchison County","16,774","6,818","435.04","2.70","432.34","38.8","15.8"
"Barber County","5,307","2,740","1,136.21","2.10","1,134.11","4.7","2.4"
"Barton County","28,205","12,888","900.46","6.46","894.00","31.5","14.4"
"Bourbon County","15,379","7,135","638.82","1.73","637.09","24.1","11.2"
"Brown County","10,724","4,815","572.20","1.52","570.67","18.8","8.4"
"Butler County","59,482","23,176","1,446.42","18.57","1,427.85","41.7","16.2"
"Chase County","3,030","1,529","778.01","2.12","775.89","3.9","2.0"
"Chautauqua County","4,359","2,169","644.83","3.14","641.69","6.8","3.4"
"Cherokee County","22,605","10,031","590.96","3.85","587.12","38.5","17.1"
"Cheyenne County","3,165","1,636","1,020.84","0.95","1,019.88","3.1","1.6"
"Clark County","2,390","1,111","977.20","2.52","974.68","2.5","1.1"
"Clay County","8,822","4,084","655.44","11.60","643.84","13.7","6.3"
"Cloud County","10,268","4,838","718.47","2.84","715.63","14.3","6.8"
"Coffey County","8,865","3,876","654.57","24.82","629.75","14.1","6.2"
"Comanche County","1,967","1,088","789.70","1.39","788.31","2.5","1.4"
"Cowley County","36,291","15,673","1,132.60","6.37","1,126.24","32.2","13.9"
"Crawford County","38,242","17,221","595.05","2.14","592.91","64.5","29.0"
"Decatur County","3,472","1,821","894.18","0.63","893.55","3.9","2.0"
"Dickinson County","19,344","8,686","852.12","4.20","847.92","22.8","10.2"
"Doniphan County","8,249","3,489","397.07","4.89","392.18","21.0","8.9"
"Douglas County","99,962","40,250","474.47","17.60","456.87","218.8","88.1"
"Edwards County","3,449","1,754","622.10","0.08","622.02","5.5","2.8"
"Elk County","3,261","1,860","650.36","3.07","647.29","5.0","2.9"
"Ellis County","27,507","12,078","900.47","0.50","899.97","30.6","13.4"
"Ellsworth County","6,525","3,228","723.44","7.54","715.91","9.1","4.5"
"Finney County","40,523","13,763","1,302.62","0.84","1,301.77","31.1","10.6"
"Ford County","32,458","11,650","1,099.29","0.79","1,098.50","29.5","10.6"
"Franklin County","24,784","10,229","576.65","2.80","573.85","43.2","17.8"
"Geary County","27,947","11,959","404.39","19.70","384.69","72.6","31.1"
"Gove County","3,068","1,423","1,071.47","0.09","1,071.38","2.9","1.3"
"Graham County","2,946","1,553","898.67","0.38","898.29","3.3","1.7"
"Grant County","7,909","3,027","575.04","0.18","574.86","13.8","5.3"
"Gray County","5,904","2,181","869.34","0.44","868.90","6.8","2.5"
"Greeley County","1,534","712","778.01","0.00","778.01","2.0","0.9"
"Greenwood County","7,673","4,273","1,152.59","12.92","1,139.67","6.7","3.7"
"Hamilton County","2,670","1,211","997.62","1.13","996.49","2.7","1.2"
"Harper County","6,536","3,270","802.95","1.51","801.44","8.2","4.1"
"Harvey County","32,869","13,378","540.50","1.17","539.33","60.9","24.8"
"Haskell County","4,307","1,639","577.73","0.36","577.37","7.5","2.8"
"Hodgeman County","2,085","945","860.24","0.32","859.92","2.4","1.1"
"Jackson County","12,657","5,094","657.86","2.27","655.59","19.3","7.8"
"Jefferson County","18,426","7,491","556.94","20.83","536.11","34.4","14.0"
"Jewell County","3,791","2,103","914.47","5.29","909.18","4.2","2.3"
"Johnson County","451,086","181,612","480.15","3.37","476.78","946.1","380.9"
"Kearny County","4,531","1,657","871.50","0.44","871.06","5.2","1.9"
"Kingman County","8,673","3,852","866.70","3.35","863.35","10.0","4.5"
"Kiowa County","3,278","1,643","722.62","0.23","722.39","4.5","2.3"
"Labette County","22,835","10,306","653.30","4.48","648.82","35.2","15.9"
"Lane County","2,155","1,065","717.43","0.21","717.22","3.0","1.5"
"Leavenworth County","68,691","24,401","468.33","5.06","463.27","148.3","52.7"
"Lincoln County","3,578","1,853","719.94","1.07","718.87","5.0","2.6"
"Linn County","9,570","4,720","606.29","7.62","598.67","16.0","7.9"
"Logan County","3,046","1,423","1,073.09","0.11","1,072.99","2.8","1.3"
"Lyon County","35,935","14,757","855.14","4.27","850.87","42.2","17.3"
"McPherson County","29,554","11,830","901.24","1.52","899.71","32.8","13.1"
"Marion County","13,361","5,882","953.54","10.43","943.11","14.2","6.2"
"Marshall County","10,965","4,999","904.36","1.83","902.53","12.1","5.5"
"Meade County","4,631","1,968","979.66","1.24","978.42","4.7","2.0"
"Miami County","28,351","10,984","590.15","13.43","576.72","49.2","19.0"
"Mitchell County","6,932","3,340","718.62","18.80","699.82","9.9","4.8"
"Montgomery County","36,252","17,207","651.40","6.19","645.20","56.2","26.7"
"Morris County","6,104","3,160","702.84","5.46","697.38","8.8","4.5"
"Morton County","3,496","1,519","729.94","0.02","729.92","4.8","2.1"
"Nemaha County","10,717","4,340","719.40","1.41","717.99","14.9","6.0"
"Neosho County","16,997","7,461","578.02","6.27","571.75","29.7","13.0"
"Ness County","3,454","1,835","1,075.00","0.26","1,074.75","3.2","1.7"
"Norton County","5,953","2,673","881.39","3.55","877.84","6.8","3.0"
"Osage County","16,712","7,018","719.23","15.72","703.50","23.8","10.0"
"Osborne County","4,452","2,419","894.28","1.89","892.39","5.0","2.7"
"Ottawa County","6,163","2,755","721.90","0.79","721.11","8.5","3.8"
