id	freq	dec_entity	alpha_entity	scr_code	pl_name
10616	0000000001	&#10616;	&#10616;	(Drawing)	_drw
10617	0000000001	&#10617;	&#10617;	(Drawing)	_drw
10618	0000000001	&#10618;	&#10618;	(Drawing)	_drw
10619	0000000001	&#10619;	&#10619;	(Drawing)	_drw
10620	0000000001	&#10620;	&#10620;	(Drawing)	_drw
10621	0000000001	&#10621;	&#10621;	(Drawing)	_drw
10622	0000000001	&#10622;	&#10622;	(Drawing)	_drw
10623	0000000001	&#10623;	&#10623;	(Drawing)	_drw
10686	0000000002	&#10686;	&#10686;	(Mathematical)	_mth
10687	0000000006	&#10687;	&#10687;	(Mathematical)	_mth
10803	0000000001	&#10803;	&#10803;	(Mathematical)	_mth
10804	0000000004	&#10804;	&#10804;	(Mathematical)	_mth
10828	0000000001	&#10828;	&#10828;	(Mathematical)	_mth
11013	0000000008	&#11013;	&#11013;	(Mathematical)	_mth
11014	0000000009	&#11014;	&#11014;	(Mathematical)	_mth
11015	0000000007	&#11015;	&#11015;	(Mathematical)	_mth
11040	0000000003	&#11040;	&#11040;	(Mathematical)	_mth
11042	0000000003	&#11042;	&#11042;	(Mathematical)	_mth
11051	0000000003	&#11051;	&#11051;	(Mathematical)	_mth
11264	0000000004	&#11264;	&#11264;	Glagolitic	Glag
11298	0000000001	&#11298;	&#11298;	Glagolitic	Glag
11361	0000000001	&#11361;	&#11361;	Latin	Latn
11365	0000000001	&#11365;	&#11365;	Latin	Latn
11440	0000000001	&#11440;	&#11440;	Coptic	Copt
11520	0000000004	&#11520;	&#11520;	Georgian	Geor
11541	0000000001	&#11541;	&#11541;	Georgian	Geor
11557	0000000020	&#11557;	&#11557;	Georgian	Geor
11565	0000000001	&#11565;	&#11565;	Geor	Georgian Supplement
11568	0000000002	&#11568;	&#11568;	Tifinagh	Tfng
11609	0000000002	&#11609;	&#11609;	Tifinagh	Tfng
11776	0000000014	&#11776;	&#11776;	(Symbols)	_sym
11826	0000000001	&#11826;	&#11826;	_sym	Supplemental Punctuation
11830	0000000001	&#11830;	&#11830;	_sym	Supplemental Punctuation
11873	0000000003	&#11873;	&#11873;	_sym	Supplemental Punctuation
11875	0000000001	&#11875;	&#11875;	_sym	Supplemental Punctuation
11877	0000000002	&#11877;	&#11877;	_sym	Supplemental Punctuation
11879	0000000001	&#11879;	&#11879;	_sym	Supplemental Punctuation
11883	0000000001	&#11883;	&#11883;	_sym	Supplemental Punctuation
11884	0000000001	&#11884;	&#11884;	_sym	Supplemental Punctuation
11901	0000000001	&#11901;	&#11901;	_sym	Supplemental Punctuation
11916	0000000002	&#11916;	&#11916;	CJK	_cjk
12002	0000000002	&#12002;	&#12002;	CJK	_cjk
12090	0000000001	&#12090;	&#12090;	CJK	_cjk
12141	0000000001	&#12141;	&#12141;	CJK	_cjk
12288	0001051043	&#12288;	&#12288;	CJK	_cjk
12289	0002874871	&#12289;	&#12289;	CJK	_cjk
12290	0004834872	&#12290;	&#12290;	CJK	_cjk
12291	0000001510	&#12291;	&#12291;	CJK	_cjk
12292	0000000070	&#12292;	&#12292;	CJK	_cjk
12293	0000107827	&#12293;	&#12293;	CJK	_cjk
12294	0000001470	&#12294;	&#12294;	CJK	_cjk
12295	0000001884	&#12295;	&#12295;	CJK	_cjk
12296	0000003210	&#12296;	&#12296;	CJK	_cjk
12297	0000003235	&#12297;	&#12297;	CJK	_cjk
12298	0000028948	&#12298;	&#12298;	CJK	_cjk
12299	0000029315	&#12299;	&#12299;	CJK	_cjk
12300	0000806183	&#12300;	&#12300;	CJK	_cjk
12301	0000796089	&#12301;	&#12301;	CJK	_cjk
12302	0000073757	&#12302;	&#12302;	CJK	_cjk
12303	0000072863	&#12303;	&#12303;	CJK	_cjk
12304	0000191481	&#12304;	&#12304;	CJK	_cjk
12305	0000190215	&#12305;	&#12305;	CJK	_cjk
12306	0000000189	&#12306;	&#12306;	CJK	_cjk
12307	0000001626	&#12307;	&#12307;	CJK	_cjk
12308	0000001287	&#12308;	&#12308;	CJK	_cjk
12309	0000001241	&#12309;	&#12309;	CJK	_cjk
12310	0000000047	&#12310;	&#12310;	CJK	_cjk
12311	0000000047	&#12311;	&#12311;	CJK	_cjk
12312	0000000001	&#12312;	&#12312;	CJK	_cjk
12313	0000000001	&#12313;	&#12313;	CJK	_cjk
12316	0000053533	&#12316;	&#12316;	CJK	_cjk
12317	0000000192	&#12317;	&#12317;	CJK	_cjk
12318	0000000097	&#12318;	&#12318;	CJK	_cjk
12319	0000000094	&#12319;	&#12319;	CJK	_cjk
12320	0000000082	&#12320;	&#12320;	CJK	_cjk
12331	0000000005	&#12331;	&#12331;	CJK	_cjk
12334	0000000001	&#12334;	&#12334;	CJK	_cjk
12336	0000000151	&#12336;	&#12336;	CJK	_cjk
12338	0000000018	&#12338;	&#12338;	CJK	_cjk
12339	0000000001	&#12339;	&#12339;	CJK	_cjk
12340	0000000001	&#12340;	&#12340;	CJK	_cjk
12341	0000000002	&#12341;	&#12341;	CJK	_cjk
12346	0000000002	&#12346;	&#12346;	CJK	_cjk
12347	0000000006	&#12347;	&#12347;	CJK	_cjk
12348	0000000006	&#12348;	&#12348;	CJK	_cjk
12349	0000000009	&#12349;	&#12349;	CJK	_cjk
12353	0000288671	&#12353;	&#12353;	Hiragana	_hir
12354	0001823024	&#12354;	&#12354;	Hiragana	_hir
12355	0000035734	&#12355;	&#12355;	Hiragana	_hir
12356	0007798261	&#12356;	&#12356;	Hiragana	_hir
12357	0000046678	&#12357;	&#12357;	Hiragana	_hir
12358	0003116741	&#12358;	&#12358;	Hiragana	_hir
12359	0000087877	&#12359;	&#12359;	Hiragana	_hir
12360	0001037165	&#12360;	&#12360;	Hiragana	_hir
12361	0000036944	&#12361;	&#12361;	Hiragana	_hir
12362	0001386964	&#12362;	&#12362;	Hiragana	_hir
12363	0004424703	&#12363;	&#12363;	Hiragana	_hir
12364	0003346140	&#12364;	&#12364;	Hiragana	_hir
12365	0001426739	&#12365;	&#12365;	Hiragana	_hir
12366	0000234492	&#12366;	&#12366;	Hiragana	_hir
12367	0001790699	&#12367;	&#12367;	Hiragana	_hir
12368	0000156376	&#12368;	&#12368;	Hiragana	_hir
12369	0001397742	&#12369;	&#12369;	Hiragana	_hir
12370	0000178621	&#12370;	&#12370;	Hiragana	_hir
12371	0001625296	&#12371;	&#12371;	Hiragana	_hir
12372	0000355841	&#12372;	&#12372;	Hiragana	_hir
12373	0001281350	&#12373;	&#12373;	Hiragana	_hir
12374	0000150007	&#12374;	&#12374;	Hiragana	_hir
12375	0004098124	&#12375;	&#12375;	Hiragana	_hir
12376	0000625820	&#12376;	&#12376;	Hiragana	_hir
12377	0002752253	&#12377;	&#12377;	Hiragana	_hir
12378	0000270887	&#12378;	&#12378;	Hiragana	_hir
12379	0000472891	&#12379;	&#12379;	Hiragana	_hir
12380	0000121293	&#12380;	&#12380;	Hiragana	_hir
12381	0001098312	&#12381;	&#12381;	Hiragana	_hir
12382	0000088686	&#12382;	&#12382;	Hiragana	_hir
12383	0004844708	&#12383;	&#12383;	Hiragana	_hir
12384	0002355758	&#12384;	&#12384;	Hiragana	_hir
12385	0000972085	&#12385;	&#12385;	Hiragana	_hir
12386	0000004488	&#12386;	&#12386;	Hiragana	_hir
12387	0004507719	&#12387;	&#12387;	Hiragana	_hir
12388	0000809560	&#12388;	&#12388;	Hiragana	_hir
12389	0000044307	&#12389;	&#12389;	Hiragana	_hir
12390	0005012629	&#12390;	&#12390;	Hiragana	_hir
12391	0003994106	&#12391;	&#12391;	Hiragana	_hir
12392	0004113395	&#12392;	&#12392;	Hiragana	_hir
12393	0001134658	&#12393;	&#12393;	Hiragana	_hir
12394	0005674730	&#12394;	&#12394;	Hiragana	_hir
12395	0003843692	&#12395;	&#12395;	Hiragana	_hir
12396	0000071816	&#12396;	&#12396;	Hiragana	_hir
12397	0000767817	&#12397;	&#12397;	Hiragana	_hir
12398	0005866311	&#12398;	&#12398;	Hiragana	_hir
12399	0003135326	&#12399;	&#12399;	Hiragana	_hir
12400	0000502152	&#12400;	&#12400;	Hiragana	_hir
12401	0000160642	&#12401;	&#12401;	Hiragana	_hir
12402	0000170028	&#12402;	&#12402;	Hiragana	_hir
12403	0000127113	&#12403;	&#12403;	Hiragana	_hir
12404	0000027135	&#12404;	&#12404;	Hiragana	_hir
12405	0000197292	&#12405;	&#12405;	Hiragana	_hir
12406	0000201483	&#12406;	&#12406;	Hiragana	_hir
12407	0000038654	&#12407;	&#12407;	Hiragana	_hir
12408	0000124104	&#12408;	&#12408;	Hiragana	_hir
12409	0000247908	&#12409;	&#12409;	Hiragana	_hir
12410	0000026215	&#12410;	&#12410;	Hiragana	_hir
12411	0000258388	&#12411;	&#12411;	Hiragana	_hir
12412	0000119009	&#12412;	&#12412;	Hiragana	_hir
12413	0000098246	&#12413;	&#12413;	Hiragana	_hir
12414	0002267353	&#12414;	&#12414;	Hiragana	_hir
12415	0000819844	&#12415;	&#12415;	Hiragana	_hir
12416	0000206559	&#12416;	&#12416;	Hiragana	_hir
12417	0000658374	&#12417;	&#12417;	Hiragana	_hir
12418	0002187133	&#12418;	&#12418;	Hiragana	_hir
12419	0000736766	&#12419;	&#12419;	Hiragana	_hir
12420	0000952319	&#12420;	&#12420;	Hiragana	_hir
12421	0000093685	&#12421;	&#12421;	Hiragana	_hir
12422	0000098905	&#12422;	&#12422;	Hiragana	_hir
12423	0000291601	&#12423;	&#12423;	Hiragana	_hir
12424	0001506473	&#12424;	&#12424;	Hiragana	_hir
12425	0002497819	&#12425;	&#12425;	Hiragana	_hir
12426	0001790482	&#12426;	&#12426;	Hiragana	_hir
12427	0003825261	&#12427;	&#12427;	Hiragana	_hir
12428	0001973579	&#12428;	&#12428;	Hiragana	_hir
12429	0000731424	&#12429;	&#12429;	Hiragana	_hir
12430	0000001072	&#12430;	&#12430;	Hiragana	_hir
12431	0000879136	&#12431;	&#12431;	Hiragana	_hir
12432	0000001830	&#12432;	&#12432;	Hiragana	_hir
12433	0000000562	&#12433;	&#12433;	Hiragana	_hir
12434	0001904647	&#12434;	&#12434;	Hiragana	_hir
12435	0003094591	&#12435;	&#12435;	Hiragana	_hir
12436	0000000494	&#12436;	&#12436;	Hiragana	_hir
12437	0000000002	&#12437;	&#12437;	Hiragana	_hir
12438	0000000002	&#12438;	&#12438;	Hiragana	_hir
12441	0000000122	&#12441;	&#12441;	Hiragana	_hir
12442	0000000056	&#12442;	&#12442;	Hiragana	_hir
12443	0000005190	&#12443;	&#12443;	Hiragana	_hir
12444	0000016281	&#12444;	&#12444;	Hiragana	_hir
12445	0000002241	&#12445;	&#12445;	Hiragana	_hir
12446	0000001160	&#12446;	&#12446;	Hiragana	_hir
12447	0000000002	&#12447;	&#12447;	Hiragana	_hir
12448	0000000002	&#12448;	&#12448;	Katakana	Kana
12449	0000108292	&#12449;	&#12449;	Katakana	Kana
12450	0000726332	&#12450;	&#12450;	Katakana	Kana
12451	0000249216	&#12451;	&#12451;	Katakana	Kana
12452	0001145255	&#12452;	&#12452;	Katakana	Kana
12453	0000013946	&#12453;	&#12453;	Katakana	Kana
12454	0000229684	&#12454;	&#12454;	Katakana	Kana
12455	0000124863	&#12455;	&#12455;	Katakana	Kana
12456	0000242676	&#12456;	&#12456;	Katakana	Kana
12457	0000086859	&#12457;	&#12457;	Katakana	Kana
12458	0000331030	&#12458;	&#12458;	Katakana	Kana
12459	0000465282	&#12459;	&#12459;	Katakana	Kana
12460	0000178032	&#12460;	&#12460;	Katakana	Kana
12461	0000345769	&#12461;	&#12461;	Katakana	Kana
12462	0000088065	&#12462;	&#12462;	Katakana	Kana
12463	0000781362	&#12463;	&#12463;	Katakana	Kana
12464	0000347737	&#12464;	&#12464;	Katakana	Kana
12465	0000183580	&#12465;	&#12465;	Katakana	Kana
12466	0000142170	&#12466;	&#12466;	Katakana	Kana
12467	0000591100	&#12467;	&#12467;	Katakana	Kana
12468	0000092576	&#12468;	&#12468;	Katakana	Kana
12469	0000273688	&#12469;	&#12469;	Katakana	Kana
12470	0000101578	&#12470;	&#12470;	Katakana	Kana
12471	0000440134	&#12471;	&#12471;	Katakana	Kana
12472	0000383066	&#12472;	&#12472;	Katakana	Kana
12473	0001207688	&#12473;	&#12473;	Katakana	Kana
12474	0000151725	&#12474;	&#12474;	Katakana	Kana
12475	0000156766	&#12475;	&#12475;	Katakana	Kana
12476	0000040232	&#12476;	&#12476;	Katakana	Kana
12477	0000142473	&#12477;	&#12477;	Katakana	Kana
12478	0000019964	&#12478;	&#12478;	Katakana	Kana
12479	0000643312	&#12479;	&#12479;	Katakana	Kana
12480	0000209502	&#12480;	&#12480;	Katakana	Kana
12481	0000323914	&#12481;	&#12481;	Katakana	Kana
12482	0000001641	&#12482;	&#12482;	Katakana	Kana
12483	0000841196	&#12483;	&#12483;	Katakana	Kana
12484	0000183340	&#12484;	&#12484;	Katakana	Kana
12485	0000001437	&#12485;	&#12485;	Katakana	Kana
12486	0000337457	&#12486;	&#12486;	Katakana	Kana
12487	0000259057	&#12487;	&#12487;	Katakana	Kana
12488	0000986429	&#12488;	&#12488;	Katakana	Kana
12489	0000466123	&#12489;	&#12489;	Katakana	Kana
12490	0000225201	&#12490;	&#12490;	Katakana	Kana
12491	0000380006	&#12491;	&#12491;	Katakana	Kana
12492	0000014472	&#12492;	&#12492;	Katakana	Kana
12493	0000196985	&#12493;	&#12493;	Katakana	Kana
12494	0000129633	&#12494;	&#12494;	Katakana	Kana
12495	0000175992	&#12495;	&#12495;	Katakana	Kana
12496	0000362822	&#12496;	&#12496;	Katakana	Kana
12497	0000268982	&#12497;	&#12497;	Katakana	Kana
12498	0000078218	&#12498;	&#12498;	Katakana	Kana
12499	0000217143	&#12499;	&#12499;	Katakana	Kana
12500	0000119264	&#12500;	&#12500;	Katakana	Kana
12501	0000483849	&#12501;	&#12501;	Katakana	Kana
12502	0000327140	&#12502;	&#12502;	Katakana	Kana
12503	0000387406	&#12503;	&#12503;	Katakana	Kana
12504	0000037173	&#12504;	&#12504;	Katakana	Kana
12505	0000117252	&#12505;	&#12505;	Katakana	Kana
12506	0000099570	&#12506;	&#12506;	Katakana	Kana
12507	0000099898	&#12507;	&#12507;	Katakana	Kana
12508	0000146123	&#12508;	&#12508;	Katakana	Kana
12509	0000151160	&#12509;	&#12509;	Katakana	Kana
12510	0000483371	&#12510;	&#12510;	Katakana	Kana
12511	0000251450	&#12511;	&#12511;	Katakana	Kana
12512	0000313468	&#12512;	&#12512;	Katakana	Kana
12513	0000426422	&#12513;	&#12513;	Katakana	Kana
12514	0000203674	&#12514;	&#12514;	Katakana	Kana
12515	0000266627	&#12515;	&#12515;	Katakana	Kana
12516	0000105298	&#12516;	&#12516;	Katakana	Kana
12517	0000233347	&#12517;	&#12517;	Katakana	Kana
12518	0000040188	&#12518;	&#12518;	Katakana	Kana
12519	0000184179	&#12519;	&#12519;	Katakana	Kana
12520	0000037044	&#12520;	&#12520;	Katakana	Kana
12521	0000790862	&#12521;	&#12521;	Katakana	Kana
12522	0000731390	&#12522;	&#12522;	Katakana	Kana
12523	0000837760	&#12523;	&#12523;	Katakana	Kana
12524	0000529527	&#12524;	&#12524;	Katakana	Kana
12525	0000511523	&#12525;	&#12525;	Katakana	Kana
12526	0000005225	&#12526;	&#12526;	Katakana	Kana
12527	0000136419	&#12527;	&#12527;	Katakana	Kana
12528	0000000411	&#12528;	&#12528;	Katakana	Kana
12529	0000000569	&#12529;	&#12529;	Katakana	Kana
12530	0000006663	&#12530;	&#12530;	Katakana	Kana
12531	0001821770	&#12531;	&#12531;	Katakana	Kana
12532	0000032204	&#12532;	&#12532;	Katakana	Kana
12533	0000001090	&#12533;	&#12533;	Katakana	Kana
12534	0000013576	&#12534;	&#12534;	Katakana	Kana
12535	0000000003	&#12535;	&#12535;	Katakana	Kana
12536	0000000003	&#12536;	&#12536;	Katakana	Kana
12537	0000000002	&#12537;	&#12537;	Katakana	Kana
12538	0000000001	&#12538;	&#12538;	Katakana	Kana
12539	0001168260	&#12539;	&#12539;	Katakana	Kana
12540	0003774267	&#12540;	&#12540;	Katakana	Kana
12541	0000012182	&#12541;	&#12541;	Katakana	Kana
12542	0000005603	&#12542;	&#12542;	Katakana	Kana
12544	0000000004	&#12544;	&#12544;	Bopo	Bopomofo
12549	0000000129	&#12549;	&#12549;	Bopomofo	Bopo
12550	0000000075	&#12550;	&#12550;	Bopomofo	Bopo
12551	0000000144	&#12551;	&#12551;	Bopomofo	Bopo
12552	0000000015	&#12552;	&#12552;	Bopomofo	Bopo
12553	0000000317	&#12553;	&#12553;	Bopomofo	Bopo
12554	0000000025	&#12554;	&#12554;	Bopomofo	Bopo
12555	0000000205	&#12555;	&#12555;	Bopomofo	Bopo
12556	0000000226	&#12556;	&#12556;	Bopomofo	Bopo
12557	0000000095	&#12557;	&#12557;	Bopomofo	Bopo
12558	0000000533	&#12558;	&#12558;	Bopomofo	Bopo
12559	0000000200	&#12559;	&#12559;	Bopomofo	Bopo
12560	0000000029	&#12560;	&#12560;	Bopomofo	Bopo
12561	0000000023	&#12561;	&#12561;	Bopomofo	Bopo
12562	0000000093	&#12562;	&#12562;	Bopomofo	Bopo
12563	0000000011	&#12563;	&#12563;	Bopomofo	Bopo
12564	0000000014	&#12564;	&#12564;	Bopomofo	Bopo
12565	0000000020	&#12565;	&#12565;	Bopomofo	Bopo
12566	0000000044	&#12566;	&#12566;	Bopomofo	Bopo
12567	0000000025	&#12567;	&#12567;	Bopomofo	Bopo
12568	0000000031	&#12568;	&#12568;	Bopomofo	Bopo
12569	0000000020	&#12569;	&#12569;	Bopomofo	Bopo
12570	0000000527	&#12570;	&#12570;	Bopomofo	Bopo
12571	0000000091	&#12571;	&#12571;	Bopomofo	Bopo
12572	0000000108	&#12572;	&#12572;	Bopomofo	Bopo
12573	0000000147	&#12573;	&#12573;	Bopomofo	Bopo
12574	0000000028	&#12574;	&#12574;	Bopomofo	Bopo
12575	0000000880	&#12575;	&#12575;	Bopomofo	Bopo
12576	0000000056	&#12576;	&#12576;	Bopomofo	Bopo
12577	0000000031	&#12577;	&#12577;	Bopomofo	Bopo
12578	0000000056	&#12578;	&#12578;	Bopomofo	Bopo
12579	0000000038	&#12579;	&#12579;	Bopomofo	Bopo
12580	0000000044	&#12580;	&#12580;	Bopomofo	Bopo
12581	0000000048	&#12581;	&#12581;	Bopomofo	Bopo
12582	0000000016	&#12582;	&#12582;	Bopomofo	Bopo
12583	0000000483	&#12583;	&#12583;	Bopomofo	Bopo
12584	0000000118	&#12584;	&#12584;	Bopomofo	Bopo
12585	0000000020	&#12585;	&#12585;	Bopomofo	Bopo
12589	0000000001	&#12589;	&#12589;	Bopomofo	Bopo
12590	0000000001	&#12590;	&#12590;	Bopo	Bopomofo
12593	0000000022	&#12593;	&#12593;	Korean	Kore
12594	0000000006	&#12594;	&#12594;	Korean	Kore
12596	0000000025	&#12596;	&#12596;	Korean	Kore
12597	0000000001	&#12597;	&#12597;	Korean	Kore
12599	0000000033	&#12599;	&#12599;	Korean	Kore
12600	0000000004	&#12600;	&#12600;	Korean	Kore
12601	0000000204	&#12601;	&#12601;	Korean	Kore
12603	0000000001	&#12603;	&#12603;	Korean	Kore
12608	0000000002	&#12608;	&#12608;	Korean	Kore
12609	0000000035	&#12609;	&#12609;	Korean	Kore
12610	0000000013	&#12610;	&#12610;	Korean	Kore
12611	0000000004	&#12611;	&#12611;	Korean	Kore
12613	0000000033	&#12613;	&#12613;	Korean	Kore
12614	0000000010	&#12614;	&#12614;	Korean	Kore
12615	0000000082	&#12615;	&#12615;	Korean	Kore
12616	0000000013	&#12616;	&#12616;	Korean	Kore
12618	0000000011	&#12618;	&#12618;	Korean	Kore
12619	0000000869	&#12619;	&#12619;	Korean	Kore
12620	0000000006	&#12620;	&#12620;	Korean	Kore
12621	0000000005	&#12621;	&#12621;	Korean	Kore
12622	0000000506	&#12622;	&#12622;	Korean	Kore
12623	0000000012	&#12623;	&#12623;	Korean	Kore
12624	0000000005	&#12624;	&#12624;	Korean	Kore
12625	0000000010	&#12625;	&#12625;	Korean	Kore
12627	0000000004	&#12627;	&#12627;	Korean	Kore
12628	0000000005	&#12628;	&#12628;	Korean	Kore
12629	0000000006	&#12629;	&#12629;	Korean	Kore
12631	0000000003	&#12631;	&#12631;	Korean	Kore
12635	0000000002	&#12635;	&#12635;	Korean	Kore
12636	0000000273	&#12636;	&#12636;	Korean	Kore
12640	0000000451	&#12640;	&#12640;	Korean	Kore
12641	0000000162	&#12641;	&#12641;	Korean	Kore
12643	0000000014	&#12643;	&#12643;	Korean	Kore
12672	0000000002	&#12672;	&#12672;	Korean	Kore
12692	0000000001	&#12692;	&#12692;	(Kanbun)	_kbn
12693	0000000001	&#12693;	&#12693;	(Kanbun)	_kbn
12703	0000000001	&#12703;	&#12703;	(Kanbun)	_kbn
12711	0000000001	&#12711;	&#12711;	Bopomofo	Bopo
12719	0000000001	&#12719;	&#12719;	Bopomofo	Bopo
12723	0000000001	&#12723;	&#12723;	Bopomofo	Bopo
12785	0000000001	&#12785;	&#12785;	Katakana	Kana
12787	0000000001	&#12787;	&#12787;	Katakana	Kana
12788	0000000001	&#12788;	&#12788;	Katakana	Kana
12789	0000000001	&#12789;	&#12789;	Katakana	Kana
12790	0000000001	&#12790;	&#12790;	Katakana	Kana
12791	0000000001	&#12791;	&#12791;	Katakana	Kana
12797	0000000001	&#12797;	&#12797;	Katakana	Kana
12798	0000000001	&#12798;	&#12798;	Katakana	Kana
12799	0000000001	&#12799;	&#12799;	Katakana	Kana
12800	0000000004	&#12800;	&#12800;	CJK	_cjk
12832	0000000001	&#12832;	&#12832;	CJK	_cjk
12833	0000000001	&#12833;	&#12833;	CJK	_cjk
12834	0000000001	&#12834;	&#12834;	CJK	_cjk
12838	0000000002	&#12838;	&#12838;	CJK	_cjk
12839	0000000001	&#12839;	&#12839;	CJK	_cjk
12842	0000000002	&#12842;	&#12842;	CJK	_cjk
12843	0000000001	&#12843;	&#12843;	CJK	_cjk
12844	0000000001	&#12844;	&#12844;	CJK	_cjk
12849	0000000060	&#12849;	&#12849;	CJK	_cjk
12850	0000000010	&#12850;	&#12850;	CJK	_cjk
12857	0000000006	&#12857;	&#12857;	CJK	_cjk
12883	0000000003	&#12883;	&#12883;	CJK	_cjk
12887	0000000001	&#12887;	&#12887;	CJK	_cjk
12899	0000000001	&#12899;	&#12899;	CJK	_cjk
12900	0000000001	&#12900;	&#12900;	CJK	_cjk
12904	0000000028	&#12904;	&#12904;	CJK	_cjk
12927	0000000001	&#12927;	&#12927;	CJK	_cjk
12928	0000000002	&#12928;	&#12928;	CJK	_cjk
12932	0000000001	&#12932;	&#12932;	CJK	_cjk
12934	0000000001	&#12934;	&#12934;	CJK	_cjk
12946	0000000003	&#12946;	&#12946;	CJK	_cjk
12951	0000000001	&#12951;	&#12951;	CJK	_cjk
12953	0000000013	&#12953;	&#12953;	CJK	_cjk
12954	0000000001	&#12954;	&#12954;	CJK	_cjk
12958	0000000001	&#12958;	&#12958;	CJK	_cjk
12963	0000000062	&#12963;	&#12963;	CJK	_cjk
12964	0000000014	&#12964;	&#12964;	CJK	_cjk
12965	0000000018	&#12965;	&#12965;	CJK	_cjk
12966	0000000082	&#12966;	&#12966;	CJK	_cjk
12967	0000000008	&#12967;	&#12967;	CJK	_cjk
12968	0000000007	&#12968;	&#12968;	CJK	_cjk
12970	0000000001	&#12970;	&#12970;	CJK	_cjk
12971	0000000001	&#12971;	&#12971;	CJK	_cjk
12981	0000000001	&#12981;	&#12981;	CJK	_cjk
12993	0000000001	&#12993;	&#12993;	CJK	_cjk
12997	0000000001	&#12997;	&#12997;	CJK	_cjk
13003	0000000001	&#13003;	&#13003;	CJK	_cjk
13008	0000000004	&#13008;	&#13008;	CJK	_cjk
13009	0000000010	&#13009;	&#13009;	CJK	_cjk
13010	0000000003	&#13010;	&#13010;	CJK	_cjk
13011	0000000005	&#13011;	&#13011;	CJK	_cjk
13012	0000000005	&#13012;	&#13012;	CJK	_cjk
13013	0000000002	&#13013;	&#13013;	CJK	_cjk
13014	0000000003	&#13014;	&#13014;	CJK	_cjk
13015	0000000005	&#13015;	&#13015;	CJK	_cjk
13016	0000000002	&#13016;	&#13016;	CJK	_cjk
13017	0000000002	&#13017;	&#13017;	CJK	_cjk
13018	0000000001	&#13018;	&#13018;	CJK	_cjk
13019	0000000008	&#13019;	&#13019;	CJK	_cjk
13020	0000000009	&#13020;	&#13020;	CJK	_cjk
13021	0000000002	&#13021;	&#13021;	CJK	_cjk
13022	0000000002	&#13022;	&#13022;	CJK	_cjk
13023	0000000007	&#13023;	&#13023;	CJK	_cjk
13024	0000000001	&#13024;	&#13024;	CJK	_cjk
13025	0000000025	&#13025;	&#13025;	CJK	_cjk
13026	0000000004	&#13026;	&#13026;	CJK	_cjk
13027	0000000003	&#13027;	&#13027;	CJK	_cjk
13028	0000000003	&#13028;	&#13028;	CJK	_cjk
13029	0000000001	&#13029;	&#13029;	CJK	_cjk
13030	0000000001	&#13030;	&#13030;	CJK	_cjk
13031	0000000005	&#13031;	&#13031;	CJK	_cjk
13032	0000000001	&#13032;	&#13032;	CJK	_cjk
13033	0000000011	&#13033;	&#13033;	CJK	_cjk
13034	0000000002	&#13034;	&#13034;	CJK	_cjk
13035	0000000007	&#13035;	&#13035;	CJK	_cjk
13036	0000000002	&#13036;	&#13036;	CJK	_cjk
13037	0000000006	&#13037;	&#13037;	CJK	_cjk
13038	0000000001	&#13038;	&#13038;	CJK	_cjk
13039	0000000003	&#13039;	&#13039;	CJK	_cjk
13040	0000000002	&#13040;	&#13040;	CJK	_cjk
13041	0000000004	&#13041;	&#13041;	CJK	_cjk
13042	0000000003	&#13042;	&#13042;	CJK	_cjk
13043	0000000008	&#13043;	&#13043;	CJK	_cjk
13044	0000000002	&#13044;	&#13044;	CJK	_cjk
13045	0000000003	&#13045;	&#13045;	CJK	_cjk
13046	0000000005	&#13046;	&#13046;	CJK	_cjk
13047	0000000003	&#13047;	&#13047;	CJK	_cjk
13048	0000000005	&#13048;	&#13048;	CJK	_cjk
13049	0000000002	&#13049;	&#13049;	CJK	_cjk
13050	0000000007	&#13050;	&#13050;	CJK	_cjk
13051	0000000001	&#13051;	&#13051;	CJK	_cjk
13052	0000000002	&#13052;	&#13052;	CJK	_cjk
13053	0000000002	&#13053;	&#13053;	CJK	_cjk
13054	0000000001	&#13054;	&#13054;	CJK	_cjk
13055	0000000001	&#13055;	&#13055;	_cjk	Enclosed CJK Letters and Months
13056	0000000007	&#13056;	&#13056;	CJK	_cjk
13057	0000000005	&#13057;	&#13057;	CJK	_cjk
13058	0000000008	&#13058;	&#13058;	CJK	_cjk
13059	0000000043	&#13059;	&#13059;	CJK	_cjk
13060	0000000006	&#13060;	&#13060;	CJK	_cjk
13061	0000000061	&#13061;	&#13061;	CJK	_cjk
13062	0000000048	&#13062;	&#13062;	CJK	_cjk
13063	0000000006	&#13063;	&#13063;	CJK	_cjk
13064	0000000023	&#13064;	&#13064;	CJK	_cjk
13065	0000000026	&#13065;	&#13065;	CJK	_cjk
13066	0000000053	&#13066;	&#13066;	CJK	_cjk
13067	0000000049	&#13067;	&#13067;	CJK	_cjk
13068	0000000007	&#13068;	&#13068;	CJK	_cjk
13069	0000000191	&#13069;	&#13069;	CJK	_cjk
13070	0000000005	&#13070;	&#13070;	CJK	_cjk
13071	0000000029	&#13071;	&#13071;	CJK	_cjk
13072	0000000024	&#13072;	&#13072;	CJK	_cjk
13073	0000000059	&#13073;	&#13073;	CJK	_cjk
13074	0000000002	&#13074;	&#13074;	CJK	_cjk
13075	0000000005	&#13075;	&#13075;	CJK	_cjk
13076	0000000416	&#13076;	&#13076;	CJK	_cjk
